file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
4854_0013_Empty_13_S17_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0013_Empty_13_S17_L001_trimmed_R2_001.fastq.gz			0	0	0	0.0	0
4854_0014_Empty_14_S18_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0014_Empty_14_S18_L001_trimmed_R2_001.fastq.gz			0	0	0	0.0	0
4854_0015_Empty_15_S19_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	295	295	295.0	295
4854_0015_Empty_15_S19_L001_trimmed_R2_001.fastq.gz	FASTA	Unlimit	1	0	0	0.0	0
4854_0016_Empty_16_S20_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0016_Empty_16_S20_L001_trimmed_R2_001.fastq.gz			0	0	0	0.0	0
4854_0017_Empty_17_S21_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0017_Empty_17_S21_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0018_Empty_18_S22_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0018_Empty_18_S22_L001_trimmed_R2_001.fastq.gz			0	0	0	0.0	0
4854_0019_Empty_19_S23_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0019_Empty_19_S23_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0020_Empty_20_S24_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0020_Empty_20_S24_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0021_Empty_21_S25_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0021_Empty_21_S25_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0022_Empty_22_S26_L001_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
4854_0022_Empty_22_S26_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0023_Empty_23_S27_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0023_Empty_23_S27_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0024_Empty_24_S28_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	600	300	300.0	300
4854_0024_Empty_24_S28_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	599	299	299.5	300
4854_0025_Empty_25_S29_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0025_Empty_25_S29_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0026_Empty_26_S30_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0026_Empty_26_S30_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0027_Empty_27_S31_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0027_Empty_27_S31_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0028_Empty_28_S32_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0028_Empty_28_S32_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0029_Empty_29_S33_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0029_Empty_29_S33_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0030_Empty_30_S34_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0030_Empty_30_S34_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	299	299	299.0	299
4854_0031_Empty_31_S35_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0031_Empty_31_S35_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0032_Empty_32_S36_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0032_Empty_32_S36_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0033_Empty_33_S37_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0033_Empty_33_S37_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0034_Empty_34_S38_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0034_Empty_34_S38_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0035_Empty_35_S39_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0035_Empty_35_S39_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0036_Empty_36_S40_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0036_Empty_36_S40_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0037_Empty_37_S41_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0037_Empty_37_S41_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0038_Empty_38_S42_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0038_Empty_38_S42_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0039_Empty_39_S43_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0039_Empty_39_S43_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	299	299	299.0	299
4854_0040_Empty_40_S44_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	4	1200	300	300.0	300
4854_0040_Empty_40_S44_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	4	1200	300	300.0	300
4854_0041_Empty_41_S45_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0041_Empty_41_S45_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0042_Empty_42_S46_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0042_Empty_42_S46_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0043_Empty_43_S47_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0043_Empty_43_S47_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0044_Empty_44_S48_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0044_Empty_44_S48_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0045_Empty_45_S49_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0045_Empty_45_S49_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0046_Empty_46_S50_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0046_Empty_46_S50_L001_trimmed_R2_001.fastq.gz			0	0	0	0.0	0
4854_0047_Empty_47_S51_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0047_Empty_47_S51_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0048_Empty_48_S52_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0048_Empty_48_S52_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0049_Empty_49_S53_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	5	1499	299	299.8	300
4854_0049_Empty_49_S53_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	5	1392	194	278.4	300
4854_0050_Empty_50_S54_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	11	3060	169	278.2	300
4854_0050_Empty_50_S54_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	11	2552	10	232.0	300
4854_0051_Empty_51_S55_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	5	1498	298	299.6	300
4854_0051_Empty_51_S55_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	5	1413	214	282.6	300
4854_0052_Empty_52_S56_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0052_Empty_52_S56_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0053_Empty_53_S57_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0053_Empty_53_S57_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0054_Empty_54_S58_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	4	1200	300	300.0	300
4854_0054_Empty_54_S58_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	4	1192	293	298.0	300
4854_0055_Empty_55_S59_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	13	3793	194	291.8	300
4854_0055_Empty_55_S59_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	13	3370	138	259.2	300
4854_0056_Empty_56_S60_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	9	2578	182	286.4	300
4854_0056_Empty_56_S60_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	9	2305	118	256.1	300
4854_0057_Empty_57_S61_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0057_Empty_57_S61_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0058_Empty_58_S62_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0058_Empty_58_S62_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0059_Empty_59_S63_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0059_Empty_59_S63_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0060_Empty_60_S64_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0060_Empty_60_S64_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0061_Empty_61_S65_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0061_Empty_61_S65_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0062_Empty_62_S66_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0062_Empty_62_S66_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0063_Empty_63_S67_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0063_Empty_63_S67_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0064_Empty_64_S68_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	5	1500	300	300.0	300
4854_0064_Empty_64_S68_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	5	1500	300	300.0	300
4854_0065_Empty_65_S69_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0065_Empty_65_S69_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0066_Empty_66_S70_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0066_Empty_66_S70_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0067_Empty_67_S71_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0067_Empty_67_S71_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0068_Empty_68_S72_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0068_Empty_68_S72_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0069_Empty_69_S73_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0069_Empty_69_S73_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0070_Empty_70_S74_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0070_Empty_70_S74_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0071_Empty_71_S75_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0071_Empty_71_S75_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0072_Empty_72_S76_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0072_Empty_72_S76_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0073_Empty_73_S77_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	298	298	298.0	298
4854_0073_Empty_73_S77_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	234	234	234.0	234
4854_0074_Empty_74_S78_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0074_Empty_74_S78_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0075_Empty_75_S79_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0075_Empty_75_S79_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0076_Empty_76_S80_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0076_Empty_76_S80_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0077_Empty_77_S81_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0077_Empty_77_S81_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0078_Empty_78_S82_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0078_Empty_78_S82_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0079_Empty_79_S83_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0079_Empty_79_S83_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0080_Empty_80_S84_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0080_Empty_80_S84_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0081_Empty_81_S85_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0081_Empty_81_S85_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0082_Empty_82_S86_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0082_Empty_82_S86_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0083_Empty_83_S87_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0083_Empty_83_S87_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0084_Empty_84_S88_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0084_Empty_84_S88_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0085_Empty_85_S89_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	3	900	300	300.0	300
4854_0085_Empty_85_S89_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	3	606	7	202.0	300
4854_0086_Empty_86_S90_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0086_Empty_86_S90_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0087_Empty_87_S91_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	538	238	269.0	300
4854_0087_Empty_87_S91_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	496	196	248.0	300
4854_0088_Empty_88_S92_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0088_Empty_88_S92_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0089_Empty_89_S93_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0089_Empty_89_S93_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0090_Empty_90_S94_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0090_Empty_90_S94_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0091_Empty_91_S95_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0091_Empty_91_S95_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0092_Empty_92_S96_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0092_Empty_92_S96_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0093_Empty_93_S97_L001_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0093_Empty_93_S97_L001_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
4854_0094_Empty_94_S98_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	600	300	300.0	300
4854_0094_Empty_94_S98_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	600	300	300.0	300
4854_0095_Empty_95_S99_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0095_Empty_95_S99_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0096_Empty_96_S100_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	3	900	300	300.0	300
4854_0096_Empty_96_S100_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	3	899	299	299.7	300
4854_0097_ITSmix-NL2_101_S101_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	6	1798	298	299.7	300
4854_0097_ITSmix-NL2_101_S101_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	6	1608	108	268.0	300
4854_0098_ITSmix-NL2_102_S102_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	11695	3451724	2	295.1	300
4854_0098_ITSmix-NL2_102_S102_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	11695	3220452	0	275.4	300
4854_0099_ITSmix-NL2_103_S103_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	14457	4270521	2	295.4	300
4854_0099_ITSmix-NL2_103_S103_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	14457	3974702	0	274.9	300
4854_0100_ITSmix-NL2_104_S104_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	3913	1167102	113	298.3	300
4854_0100_ITSmix-NL2_104_S104_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	3913	1108982	0	283.4	300
4854_0101_ITSmix-NL2_105_S105_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	3599	1053924	0	292.8	300
4854_0101_ITSmix-NL2_105_S105_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	3599	969599	0	269.4	300
4854_0102_ITSmix-NL2_106_S106_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	13658	4042807	9	296.0	300
4854_0102_ITSmix-NL2_106_S106_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	13658	3839254	0	281.1	300
4854_0103_Empty_97_S107_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	18893	5614130	2	297.2	300
4854_0103_Empty_97_S107_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	18893	5318908	0	281.5	300
4854_0104_ITSmix-NL2_108_S108_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	19289	5583061	0	289.4	300
4854_0104_ITSmix-NL2_108_S108_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	19289	5141276	0	266.5	300
4854_0105_Empty_98_S109_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	3371	916161	0	271.8	300
4854_0105_Empty_98_S109_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	3371	769164	0	228.2	300
4854_0106_Empty_99_S110_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	87459	24933665	0	285.1	300
4854_0106_Empty_99_S110_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	87459	23054659	0	263.6	300
4854_0107_ITSmix-NL2_111_S111_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	71079	20245166	0	284.8	300
4854_0107_ITSmix-NL2_111_S111_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	71079	17468859	0	245.8	300
4854_0108_ITSmix-NL2_112_S112_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	77193	22446030	0	290.8	300
4854_0108_ITSmix-NL2_112_S112_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	77193	19597128	0	253.9	300
4854_0109_ITSmix-NL2_113_S113_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	21591	6249325	0	289.4	300
4854_0109_ITSmix-NL2_113_S113_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	21591	5717394	0	264.8	300
4854_0110_ITSmix-NL2_114_S114_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	572	167967	75	293.6	300
4854_0110_ITSmix-NL2_114_S114_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	572	154127	0	269.5	300
4854_0111_Empty_100_S115_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	598	298	299.0	300
4854_0111_Empty_100_S115_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	566	266	283.0	300
4854_0112_Empty_101_S116_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	4	912	147	228.0	300
4854_0112_Empty_101_S116_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	4	641	3	160.3	300
4854_0113_ITSmix-NL2_117_S117_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	31456	9105122	0	289.5	300
4854_0113_ITSmix-NL2_117_S117_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	31456	7832646	0	249.0	300
4854_0114_ITSmix-NL2_118_S118_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	600	300	300.0	300
4854_0114_ITSmix-NL2_118_S118_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	599	299	299.5	300
4854_0115_Empty_102_S119_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	27338	7902855	2	289.1	300
4854_0115_Empty_102_S119_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	27338	6980475	0	255.3	300
4854_0116_ITSmix-NL2_120_S120_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0116_ITSmix-NL2_120_S120_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	295	295	295.0	295
4854_0117_ITSmix-NL2_121_S121_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0117_ITSmix-NL2_121_S121_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
4854_0118_ITSmix-NL2_122_S122_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	28031	8270408	0	295.0	300
4854_0118_ITSmix-NL2_122_S122_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	28031	7237388	0	258.2	300
4854_0119_ITSmix-NL2_123_S123_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	600	300	300.0	300
4854_0119_ITSmix-NL2_123_S123_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	318	18	159.0	300
4854_0120_Empty_103_S124_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	92548	26596005	0	287.4	300
4854_0120_Empty_103_S124_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	92548	23546834	0	254.4	300
4854_0121_ITSmix-NL2_125_S125_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	44808	12938138	0	288.7	300
4854_0121_ITSmix-NL2_125_S125_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	44808	11437888	0	255.3	300
4854_0122_ITSmix-NL2_126_S126_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	5	1500	300	300.0	300
4854_0122_ITSmix-NL2_126_S126_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	5	1457	257	291.4	300
4854_0123_ITSmix-NL2_127_S127_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	9	2695	295	299.4	300
4854_0123_ITSmix-NL2_127_S127_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	9	2382	189	264.7	300
4854_0124_Empty_104_S128_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	30077	8854310	0	294.4	300
4854_0124_Empty_104_S128_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	30077	8165137	0	271.5	300
4854_0125_ITSmix-NL2_129_S129_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	51484	14986793	0	291.1	300
4854_0125_ITSmix-NL2_129_S129_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	51484	12500434	0	242.8	300
4854_0126_Empty_105_S130_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	40317	11880169	2	294.7	300
4854_0126_Empty_105_S130_L001_trimmed_R2_001.fastq.gz	FASTA	Unlimit	40317	5217098	0	129.4	300
4854_0127_Empty_106_S131_L001_trimmed_R1_001.fastq.gz	FASTQ	DNA	141761	41740841	0	294.4	300
4854_0127_Empty_106_S131_L001_trimmed_R2_001.fastq.gz	FASTQ	DNA	141761	36238027	0	255.6	300
