Category,Nreads
Demultiplexed,115176
Demultiplexed,126608
Demultiplexed,126608
Demultiplexed,1
Demultiplexed,1
Empty,355786
Empty,355786
Demultiplexed,10
Demultiplexed,10
Demultiplexed,194783
Demultiplexed,194783
Demultiplexed,95939
Demultiplexed,95939
Demultiplexed,12
Demultiplexed,12
Demultiplexed,8
Demultiplexed,8
Demultiplexed,4
Demultiplexed,4
Empty,6
Empty,6
Demultiplexed,271580
Demultiplexed,271580
Demultiplexed,12
Demultiplexed,12
Demultiplexed,127495
Demultiplexed,127495
Demultiplexed,4
Demultiplexed,4
Demultiplexed,611099
Demultiplexed,611099
Demultiplexed,630193
Demultiplexed,630193
Demultiplexed,163379
Demultiplexed,163379
Demultiplexed,183532
Demultiplexed,183532
Demultiplexed,1
Demultiplexed,1
Demultiplexed,22044
Demultiplexed,22044
Empty,4
Empty,4
Demultiplexed,221024
Demultiplexed,221024
Demultiplexed,299242
Demultiplexed,299242
Demultiplexed,221158
Demultiplexed,221158
Demultiplexed,288055
Demultiplexed,288055
Demultiplexed,226604
Demultiplexed,226604
Demultiplexed,307185
Demultiplexed,307185
Demultiplexed,306391
Demultiplexed,306391
Demultiplexed,179824
Demultiplexed,179824
Demultiplexed,7
Demultiplexed,7
Demultiplexed,252093
Demultiplexed,252093
Demultiplexed,228464
Demultiplexed,228464
Demultiplexed,281288
Demultiplexed,281288
Empty,301524
Empty,301524
Empty,3
Empty,3
Empty,8
Empty,8
Demultiplexed,255195
Demultiplexed,255195
Demultiplexed,5
Demultiplexed,5
Demultiplexed,159982
Demultiplexed,159982
Demultiplexed,8
Demultiplexed,8
Demultiplexed,205607
Demultiplexed,205607
Demultiplexed,210572
Demultiplexed,210572
Demultiplexed,3
Demultiplexed,3
Demultiplexed,214887
Demultiplexed,214887
Demultiplexed,213973
Demultiplexed,213973
Demultiplexed,3
Demultiplexed,3
Demultiplexed,12
Demultiplexed,12
Empty,296291
Empty,296291
Empty,222755
Empty,222755
Empty,325341
Empty,325341
Demultiplexed,5
Demultiplexed,5
Demultiplexed,337933
Demultiplexed,337933
Demultiplexed,202867
Demultiplexed,202867
Empty,153175
Empty,153175
Demultiplexed,10
Demultiplexed,10
Demultiplexed,6
Demultiplexed,6
Demultiplexed,260627
Demultiplexed,260627
Demultiplexed,5
Demultiplexed,5
Empty,219841
Empty,219841
Demultiplexed,334456
Demultiplexed,334456
Empty,191712
Empty,191712
Demultiplexed,184762
Demultiplexed,184762
Demultiplexed,13
Demultiplexed,13
Demultiplexed,133651
Demultiplexed,133651
Empty,4
Empty,4
Demultiplexed,179880
Demultiplexed,179880
Demultiplexed,208910
Demultiplexed,208910
Demultiplexed,331300
Demultiplexed,331300
Demultiplexed,31473
Demultiplexed,31473
Demultiplexed,212467
Demultiplexed,212467
Demultiplexed,227021
Demultiplexed,227021
Demultiplexed,282582
Demultiplexed,282582
Demultiplexed,278210
Demultiplexed,278210
Empty,226798
Empty,226798
Demultiplexed,4
Demultiplexed,4
Empty,235608
Empty,235608
Empty,223196
Empty,223196
Demultiplexed,267659
Demultiplexed,267659
Empty,289971
Empty,289971
Demultiplexed,188828
Demultiplexed,188828
Demultiplexed,9
Demultiplexed,9
Demultiplexed,1191
Demultiplexed,1191
Demultiplexed,286280
Demultiplexed,286280
Demultiplexed,296744
Demultiplexed,296744
Empty,186928
Empty,186928
Demultiplexed,138335
Demultiplexed,138335
Demultiplexed,184561
Demultiplexed,184561
Demultiplexed,5
Demultiplexed,5
Demultiplexed,3
Demultiplexed,3
Demultiplexed,109879
Demultiplexed,109879
Demultiplexed,252518
Demultiplexed,252518
Demultiplexed,142770
Demultiplexed,142770
Demultiplexed,248388
Demultiplexed,248388
Empty,228146
Empty,228146
Empty,12
Empty,12
Empty,238170
Empty,238170
Demultiplexed,194003
Demultiplexed,194003
Demultiplexed,175662
Demultiplexed,175662
Empty,341530
Empty,341530
Demultiplexed,259379
Demultiplexed,259379
Demultiplexed,202923
Demultiplexed,202923
Demultiplexed,248544
Demultiplexed,248544
Demultiplexed,184455
Demultiplexed,184455
Demultiplexed,217304
Demultiplexed,217304
Demultiplexed,5
Demultiplexed,5
Empty,214298
Empty,214298
Demultiplexed,310525
Demultiplexed,310525
Demultiplexed,315432
Demultiplexed,315432
Demultiplexed,181695
Demultiplexed,181695
Demultiplexed,192707
Demultiplexed,192707
Demultiplexed,308234
Demultiplexed,308234
Demultiplexed,245784
Demultiplexed,245784
Demultiplexed,379414
Demultiplexed,379414
Demultiplexed,332024
Demultiplexed,332024
Demultiplexed,295653
Demultiplexed,295653
Demultiplexed,1462
Demultiplexed,1462
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,2
Empty,2
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,2
Empty,2
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,2
Empty,2
Empty,1
Empty,1
Empty,2
Empty,2
Empty,1
Empty,1
Empty,1
Empty,1
Empty,0
Empty,0
Empty,1
Empty,1
Empty,2
Empty,2
Empty,0
Empty,0
Empty,0
Empty,0
Empty,6
Empty,6
Empty,5
Empty,5
Empty,7
Empty,7
Empty,9
Empty,9
Empty,4
Empty,4
Empty,5
Empty,5
Empty,7
Empty,7
Empty,9
Empty,9
Empty,4
Empty,4
Empty,2
Empty,2
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,2
Empty,2
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,3
Empty,3
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,2
Empty,2
Empty,3
Empty,3
Empty,1
Empty,1
Empty,3
Empty,3
Empty,1
Empty,1
Empty,0
Empty,0
Empty,2
Empty,2
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,5
Empty,5
Empty,3
Empty,3
Empty,2
Empty,2
Empty,0
Empty,0
Empty,1
Empty,1
Empty,1
Empty,1
Empty,1
Empty,1
Empty,2
Empty,2
Empty,4
Empty,4
Empty,11
Empty,11
Demultiplexed,246770
Demultiplexed,246770
Demultiplexed,195037
Demultiplexed,195037
Demultiplexed,233210
Demultiplexed,233210
Demultiplexed,248362
Demultiplexed,248362
Empty,227093
Empty,227093
Empty,203604
Empty,203604
Demultiplexed,378418
Demultiplexed,378418
Demultiplexed,106124
Demultiplexed,106124
Empty,2
Empty,2
Demultiplexed,5
Demultiplexed,5
Demultiplexed,167044
Demultiplexed,167044
Demultiplexed,126322
Demultiplexed,126322
Empty,228073
Empty,228073
Empty,3
Empty,3
Empty,16
Empty,16
Demultiplexed,10301
Demultiplexed,10301
Demultiplexed,1
Demultiplexed,1
Empty,153122
Empty,153122
Demultiplexed,2
Demultiplexed,2
Demultiplexed,4
Demultiplexed,4
Demultiplexed,204036
Demultiplexed,204036
Demultiplexed,6
Demultiplexed,6
Demultiplexed,263520
Demultiplexed,263520
Demultiplexed,225008
Demultiplexed,225008
Empty,1
Empty,1
Demultiplexed,6
Demultiplexed,6
Empty,225421
Empty,225421
Empty,200978
Empty,200978
Empty,204181
Empty,204181
Demultiplexed,3
Demultiplexed,3
Empty,302829
Empty,302829
Demultiplexed,202881
Demultiplexed,202881
Empty,166270
Empty,166270
Demultiplexed,9
Demultiplexed,9
Demultiplexed,3
Demultiplexed,3
Demultiplexed,200837
Demultiplexed,200837
Demultiplexed,6
Demultiplexed,6
Empty,174099
Empty,174099
Demultiplexed,323018
Demultiplexed,323018
Empty,5
Empty,5
Demultiplexed,178188
Demultiplexed,178188
Demultiplexed,7
Demultiplexed,7
Demultiplexed,148412
Demultiplexed,148412
Empty,6
Empty,6
Demultiplexed,193420
Demultiplexed,193420
Demultiplexed,6
Demultiplexed,6
Demultiplexed,303341
Demultiplexed,303341
Demultiplexed,10
Demultiplexed,10
Demultiplexed,5
Demultiplexed,5
Empty,177816
Empty,177816
Demultiplexed,222457
Demultiplexed,222457
Demultiplexed,167795
Demultiplexed,167795
Empty,160641
Empty,160641
Demultiplexed,5
Demultiplexed,5
Empty,304860
Empty,304860
Empty,147173
Empty,147173
Demultiplexed,207796
Demultiplexed,207796
Empty,8
Empty,8
Demultiplexed,151731
Demultiplexed,151731
Demultiplexed,9
Demultiplexed,9
Demultiplexed,4
Demultiplexed,4
Demultiplexed,263194
Demultiplexed,263194
Demultiplexed,259768
Demultiplexed,259768
Empty,185152
Empty,185152
Demultiplexed,94789
Demultiplexed,94789
Demultiplexed,202179
Demultiplexed,202179
Empty,2
Empty,2
Demultiplexed,5
Demultiplexed,5
Empty,122576
Empty,122576
Demultiplexed,4
Demultiplexed,4
Demultiplexed,182832
Demultiplexed,182832
Demultiplexed,10
Demultiplexed,10
Empty,161410
Empty,161410
Empty,13
Empty,13
Empty,152977
Empty,152977
Demultiplexed,146251
Demultiplexed,146251
Empty,5
Empty,5
Empty,199886
Empty,199886
Demultiplexed,5
Demultiplexed,5
Empty,127878
Empty,127878
Demultiplexed,160424
Demultiplexed,160424
Demultiplexed,171001
Demultiplexed,171001
Demultiplexed,192968
Demultiplexed,192968
Demultiplexed,6
Demultiplexed,6
Empty,186290
Empty,186290
Demultiplexed,236768
Demultiplexed,236768
Demultiplexed,300592
Demultiplexed,300592
Demultiplexed,120004
Demultiplexed,120004
Demultiplexed,175619
Demultiplexed,175619
Demultiplexed,144286
Demultiplexed,144286
Demultiplexed,182751
Demultiplexed,182751
Demultiplexed,162692
Demultiplexed,162692
Empty,152203
Empty,152203
Demultiplexed,133989
Demultiplexed,133989
Demultiplexed,619702
Demultiplexed,619702
Demultiplexed,95468
Demultiplexed,95468
Demultiplexed,6
Demultiplexed,6
Demultiplexed,187388
Demultiplexed,187388
Demultiplexed,179798
Demultiplexed,179798
Demultiplexed,262660
Demultiplexed,262660
Demultiplexed,228395
Demultiplexed,228395
Demultiplexed,326581
Demultiplexed,326581
Empty,331229
Empty,331229
Demultiplexed,301011
Demultiplexed,301011
Demultiplexed,4
Demultiplexed,4
Demultiplexed,269724
Demultiplexed,269724
Demultiplexed,252823
Demultiplexed,252823
Demultiplexed,221329
Demultiplexed,221329
Demultiplexed,10
Demultiplexed,10
Demultiplexed,5
Demultiplexed,5
Empty,236635
Empty,236635
Demultiplexed,170976
Demultiplexed,170976
Demultiplexed,9
Demultiplexed,9
Demultiplexed,232637
Demultiplexed,232637
Demultiplexed,144734
Demultiplexed,144734
Demultiplexed,243293
Demultiplexed,243293
Demultiplexed,269061
Demultiplexed,269061
Demultiplexed,11
Demultiplexed,11
Demultiplexed,337742
Demultiplexed,337742
Demultiplexed,176551
Demultiplexed,176551
Demultiplexed,2
Demultiplexed,2
Empty,240379
Empty,240379
Demultiplexed,263835
Demultiplexed,263835
Demultiplexed,464675
Demultiplexed,464675
Demultiplexed,293832
Demultiplexed,293832
Demultiplexed,200729
Demultiplexed,200729
Demultiplexed,315243
Demultiplexed,315243
Demultiplexed,229886
Demultiplexed,229886
Demultiplexed,3
Demultiplexed,3
Demultiplexed,221452
Demultiplexed,221452
Demultiplexed,334298
Demultiplexed,334298
Demultiplexed,133279
Demultiplexed,133279
Demultiplexed,213320
Demultiplexed,213320
Demultiplexed,245083
Demultiplexed,245083
Demultiplexed,476455
Demultiplexed,476455
Demultiplexed,212279
Demultiplexed,212279
Demultiplexed,5
Demultiplexed,5
Demultiplexed,130748
Demultiplexed,130748
Demultiplexed,134257
Demultiplexed,134257
Demultiplexed,212750
Demultiplexed,212750
Demultiplexed,315384
Demultiplexed,315384
Demultiplexed,395667
Demultiplexed,395667
Demultiplexed,247068
Demultiplexed,247068
Demultiplexed,213660
Demultiplexed,213660
Demultiplexed,4
Demultiplexed,4
Demultiplexed,218645
Demultiplexed,218645
Demultiplexed,206358
Demultiplexed,206358
Demultiplexed,261669
Demultiplexed,261669
Demultiplexed,390305
Demultiplexed,390305
Demultiplexed,383916
Demultiplexed,383916
Empty,279584
Empty,279584
Demultiplexed,7
Demultiplexed,7
Demultiplexed,6
Demultiplexed,6
Demultiplexed,203187
Demultiplexed,203187
Demultiplexed,266082
Demultiplexed,266082
Demultiplexed,244741
Demultiplexed,244741
Empty,359997
Empty,359997
Demultiplexed,5
Demultiplexed,5
Demultiplexed,257247
Demultiplexed,257247
Demultiplexed,89165
Demultiplexed,89165
Demultiplexed,3
Demultiplexed,3
Empty,133261
Empty,133261
Empty,152901
Empty,152901
Demultiplexed,71070
Demultiplexed,71070
Demultiplexed,147717
Demultiplexed,147717
Demultiplexed,150360
Demultiplexed,150360
Demultiplexed,152247
Demultiplexed,152247
Demultiplexed,154097
Demultiplexed,154097
Empty,2
Empty,2
Empty,167710
Empty,167710
Demultiplexed,199876
Demultiplexed,199876
Empty,127202
Empty,127202
Demultiplexed,81421
Demultiplexed,81421
Demultiplexed,190250
Demultiplexed,190250
Empty,13
Empty,13
Demultiplexed,222745
Demultiplexed,222745
Demultiplexed,4
Demultiplexed,4
Demultiplexed,312628
Demultiplexed,312628
Demultiplexed,183809
Demultiplexed,183809
Demultiplexed,199879
Demultiplexed,199879
Demultiplexed,201202
Demultiplexed,201202
Demultiplexed,300738
Demultiplexed,300738
Demultiplexed,284991
Demultiplexed,284991
Demultiplexed,193451
Demultiplexed,193451
Demultiplexed,3
Demultiplexed,3
Demultiplexed,124794
Demultiplexed,124794
Demultiplexed,50472
Demultiplexed,50472
Demultiplexed,181713
Demultiplexed,181713
Demultiplexed,226323
Demultiplexed,226323
Demultiplexed,258833
Demultiplexed,258833
Demultiplexed,192999
Demultiplexed,192999
Demultiplexed,312097
Demultiplexed,312097
Demultiplexed,330058
Demultiplexed,330058
Demultiplexed,222795
Demultiplexed,222795
Demultiplexed,295889
Demultiplexed,295889
Demultiplexed,140515
Demultiplexed,140515
Demultiplexed,159451
Demultiplexed,159451
Demultiplexed,284010
Demultiplexed,284010
Empty,326399
Empty,326399
Demultiplexed,334684
Demultiplexed,334684
Demultiplexed,2
Demultiplexed,2
Demultiplexed,11
Demultiplexed,11
Demultiplexed,304778
Demultiplexed,304778
Demultiplexed,254862
Demultiplexed,254862
Demultiplexed,142542
Demultiplexed,142542
Demultiplexed,285358
Demultiplexed,285358
Demultiplexed,284053
Demultiplexed,284053
Demultiplexed,262388
Demultiplexed,262388
Empty,236891
Empty,236891
Demultiplexed,10
Demultiplexed,10
Demultiplexed,225979
Demultiplexed,225979
Demultiplexed,245667
Demultiplexed,245667
Demultiplexed,280592
Demultiplexed,280592
Demultiplexed,6
Demultiplexed,6
Demultiplexed,276402
Demultiplexed,276402
Demultiplexed,194780
Demultiplexed,194780
Demultiplexed,7
Demultiplexed,7
Demultiplexed,239134
Demultiplexed,239134
Demultiplexed,172562
Demultiplexed,172562
Demultiplexed,191740
Demultiplexed,191740
Demultiplexed,127614
Demultiplexed,127614
Demultiplexed,200681
Demultiplexed,200681
Demultiplexed,236148
Demultiplexed,236148
Demultiplexed,2252
Demultiplexed,2252
Demultiplexed,91925
Demultiplexed,91925
Demultiplexed,141239
Demultiplexed,141239
Demultiplexed,151279
Demultiplexed,151279
Demultiplexed,191307
Demultiplexed,191307
Demultiplexed,146436
Demultiplexed,146436
Demultiplexed,9
Demultiplexed,9
Demultiplexed,247041
Demultiplexed,247041
Demultiplexed,136398
Demultiplexed,136398
Demultiplexed,127131
Demultiplexed,127131
Demultiplexed,162723
Demultiplexed,162723
Demultiplexed,153262
Demultiplexed,153262
Demultiplexed,128927
Demultiplexed,128927
Demultiplexed,96739
Demultiplexed,96739
Demultiplexed,240405
Demultiplexed,240405
Demultiplexed,237290
Demultiplexed,237290
Demultiplexed,252505
Demultiplexed,252505
Demultiplexed,81588
Demultiplexed,81588
Demultiplexed,415855
Demultiplexed,415855
Demultiplexed,171200
Demultiplexed,171200
Demultiplexed,102849
Demultiplexed,102849
Demultiplexed,9
Demultiplexed,9
Demultiplexed,147116
Demultiplexed,147116
Demultiplexed,80644
Demultiplexed,80644
Demultiplexed,3
Demultiplexed,3
Demultiplexed,184168
Demultiplexed,184168
Demultiplexed,139074
Demultiplexed,139074
Demultiplexed,108468
Demultiplexed,108468
Demultiplexed,8
Demultiplexed,8
Empty,2
Empty,2
Demultiplexed,4
Demultiplexed,4
Demultiplexed,97504
Demultiplexed,97504
Demultiplexed,214662
Demultiplexed,214662
Demultiplexed,101689
Demultiplexed,101689
Demultiplexed,182616
Demultiplexed,182616
Demultiplexed,80699
Demultiplexed,80699
Demultiplexed,125798
Demultiplexed,125798
Demultiplexed,114513
Demultiplexed,114513
Demultiplexed,214313
Demultiplexed,214313
Demultiplexed,106907
Demultiplexed,106907
Demultiplexed,201397
Demultiplexed,201397
Empty,171540
Empty,171540
Empty,192507
Empty,192507
Demultiplexed,214097
Demultiplexed,214097
Demultiplexed,253118
Demultiplexed,253118
Demultiplexed,189129
Demultiplexed,189129
Demultiplexed,303252
Demultiplexed,303252
Empty,279136
Empty,279136
Demultiplexed,105169
Demultiplexed,105169
Demultiplexed,126667
Demultiplexed,126667
Demultiplexed,147346
Demultiplexed,147346
Empty,157279
Empty,157279
Demultiplexed,129211
Demultiplexed,129211
Demultiplexed,172463
Demultiplexed,172463
Demultiplexed,208040
Demultiplexed,208040
Demultiplexed,184008
Demultiplexed,184008
Demultiplexed,181699
Demultiplexed,181699
Demultiplexed,145699
Demultiplexed,145699
Demultiplexed,104704
Demultiplexed,104704
Demultiplexed,98328
Demultiplexed,98328
Demultiplexed,157860
Demultiplexed,157860
Empty,179134
Empty,179134
Demultiplexed,111983
Demultiplexed,111983
Demultiplexed,49660
Demultiplexed,49660
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,0
Empty,1
Empty,1
Empty,0
Empty,0
Empty,0
Empty,0
