file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
Empty_177_S396_R2_001.fastq.gz	FASTQ	DNA	12	3612	301	301.0	301
Empty_178_S397_R1_001.fastq.gz	FASTQ	DNA	34	10234	301	301.0	301
Empty_178_S397_R2_001.fastq.gz	FASTQ	DNA	34	10234	301	301.0	301
Empty_179_S398_R1_001.fastq.gz	FASTQ	DNA	26	7826	301	301.0	301
Empty_179_S398_R2_001.fastq.gz	FASTQ	DNA	26	7826	301	301.0	301
Empty_17_S17_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_17_S17_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_180_S399_R1_001.fastq.gz	FASTQ	DNA	11	3311	301	301.0	301
Empty_180_S399_R2_001.fastq.gz	FASTQ	DNA	11	3311	301	301.0	301
Empty_181_S400_R1_001.fastq.gz	FASTQ	DNA	19	5719	301	301.0	301
Empty_181_S400_R2_001.fastq.gz	FASTQ	DNA	19	5719	301	301.0	301
Empty_182_S401_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_182_S401_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_183_S402_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_183_S402_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_184_S403_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_184_S403_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_185_S404_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_185_S404_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_186_S405_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_186_S405_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_187_S406_R1_001.fastq.gz			0	0	0	0.0	0
Empty_187_S406_R2_001.fastq.gz			0	0	0	0.0	0
Empty_188_S407_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_188_S407_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_189_S408_R1_001.fastq.gz	FASTQ	DNA	6	1806	301	301.0	301
Empty_189_S408_R2_001.fastq.gz	FASTQ	DNA	6	1806	301	301.0	301
Empty_18_S18_R1_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
Empty_18_S18_R2_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
Empty_190_S409_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_190_S409_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_191_S410_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_191_S410_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_192_S411_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_192_S411_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_193_S412_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_193_S412_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_194_S413_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_194_S413_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_195_S414_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_195_S414_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_196_S415_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_196_S415_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_197_S416_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_197_S416_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_198_S417_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_198_S417_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_199_S418_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_199_S418_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_19_S19_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_19_S19_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_1_S1_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_1_S1_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_200_S419_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_200_S419_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_201_S420_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_201_S420_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_202_S421_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_202_S421_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_203_S422_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_203_S422_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_204_S423_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_204_S423_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_205_S424_R1_001.fastq.gz	FASTQ	DNA	3	903	301	301.0	301
Empty_205_S424_R2_001.fastq.gz	FASTQ	DNA	3	903	301	301.0	301
Empty_206_S425_R1_001.fastq.gz	FASTQ	DNA	3	903	301	301.0	301
Empty_206_S425_R2_001.fastq.gz	FASTQ	DNA	3	903	301	301.0	301
Empty_207_S426_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_207_S426_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_208_S427_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_208_S427_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_209_S428_R1_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_209_S428_R2_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_20_S20_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_20_S20_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_210_S429_R1_001.fastq.gz	FASTQ	DNA	8	2408	301	301.0	301
Empty_210_S429_R2_001.fastq.gz	FASTQ	DNA	8	2408	301	301.0	301
Empty_211_S430_R1_001.fastq.gz	FASTQ	DNA	6	1806	301	301.0	301
Empty_211_S430_R2_001.fastq.gz	FASTQ	DNA	6	1806	301	301.0	301
Empty_212_S431_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_212_S431_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_213_S432_R1_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_213_S432_R2_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_214_S433_R1_001.fastq.gz	FASTQ	DNA	13	3913	301	301.0	301
Empty_214_S433_R2_001.fastq.gz	FASTQ	DNA	13	3913	301	301.0	301
Empty_215_S434_R1_001.fastq.gz	FASTQ	DNA	7	2107	301	301.0	301
Empty_215_S434_R2_001.fastq.gz	FASTQ	DNA	7	2107	301	301.0	301
Empty_216_S435_R1_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_216_S435_R2_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_217_S436_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_217_S436_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_218_S437_R1_001.fastq.gz	FASTQ	DNA	11	3311	301	301.0	301
Empty_218_S437_R2_001.fastq.gz	FASTQ	DNA	11	3311	301	301.0	301
Empty_219_S438_R1_001.fastq.gz	FASTQ	DNA	6	1806	301	301.0	301
Empty_219_S438_R2_001.fastq.gz	FASTQ	DNA	6	1806	301	301.0	301
Empty_21_S21_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_21_S21_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_220_S439_R1_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_220_S439_R2_001.fastq.gz	FASTQ	DNA	10	3010	301	301.0	301
Empty_221_S440_R1_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
Empty_221_S440_R2_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
Empty_222_S441_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_222_S441_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_223_S442_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_223_S442_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_224_S443_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_224_S443_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_225_S444_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_225_S444_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_226_S445_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_226_S445_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_227_S446_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_227_S446_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_228_S447_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_228_S447_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_229_S448_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_229_S448_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_22_S22_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_22_S22_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_230_S449_R1_001.fastq.gz	FASTQ	DNA	22	6622	301	301.0	301
Empty_230_S449_R2_001.fastq.gz	FASTQ	DNA	22	6622	301	301.0	301
Empty_231_S450_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_231_S450_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_232_S451_R1_001.fastq.gz	FASTQ	DNA	27	8127	301	301.0	301
Empty_232_S451_R2_001.fastq.gz	FASTQ	DNA	27	8127	301	301.0	301
Empty_233_S452_R1_001.fastq.gz	FASTQ	DNA	25	7525	301	301.0	301
Empty_233_S452_R2_001.fastq.gz	FASTQ	DNA	25	7525	301	301.0	301
Empty_234_S453_R1_001.fastq.gz	FASTQ	DNA	27	8127	301	301.0	301
Empty_234_S453_R2_001.fastq.gz	FASTQ	DNA	27	8127	301	301.0	301
Empty_235_S454_R1_001.fastq.gz	FASTQ	DNA	43	12943	301	301.0	301
Empty_235_S454_R2_001.fastq.gz	FASTQ	DNA	43	12943	301	301.0	301
Empty_236_S455_R1_001.fastq.gz	FASTQ	DNA	40	12040	301	301.0	301
Empty_236_S455_R2_001.fastq.gz	FASTQ	DNA	40	12040	301	301.0	301
Empty_237_S456_R1_001.fastq.gz	FASTQ	DNA	41	12341	301	301.0	301
Empty_237_S456_R2_001.fastq.gz	FASTQ	DNA	41	12341	301	301.0	301
Empty_238_S457_R1_001.fastq.gz	FASTQ	DNA	7	2107	301	301.0	301
Empty_238_S457_R2_001.fastq.gz	FASTQ	DNA	7	2107	301	301.0	301
Empty_239_S458_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_239_S458_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_23_S23_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_23_S23_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_240_S459_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_240_S459_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_241_S460_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_241_S460_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_242_S461_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_242_S461_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_243_S462_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_243_S462_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_244_S463_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_244_S463_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_245_S464_R1_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
