Category,Nreads
Empty,294598
Empty,275395
Demultiplexed,481455
Empty,0
Empty,138089
Demultiplexed,218318
Demultiplexed,179164
Demultiplexed,226513
Empty,0
Demultiplexed,456227
Empty,2
Demultiplexed,12380
Demultiplexed,242785
Empty,20
Demultiplexed,10900
Empty,9
Empty,7
Empty,14826
Empty,9
Demultiplexed,428580
Demultiplexed,9321
Demultiplexed,262509
Empty,318231
Demultiplexed,197750
Demultiplexed,574955
Demultiplexed,365441
Demultiplexed,256161
Empty,0
Empty,540852
Empty,2
Demultiplexed,316351
Demultiplexed,361430
Demultiplexed,259380
Empty,0
Demultiplexed,323648
Demultiplexed,149287
Demultiplexed,223851
Empty,2
Demultiplexed,441403
Empty,7
Demultiplexed,354255
Empty,0
Demultiplexed,566162
Empty,4
Demultiplexed,481005
Empty,14
Empty,6
Empty,120098
Demultiplexed,449747
Demultiplexed,384324
Demultiplexed,470263
Demultiplexed,410456
Demultiplexed,230487
Demultiplexed,15889
Demultiplexed,566997
Empty,2
Empty,19611
Empty,5755
Empty,9
Demultiplexed,374493
Empty,2
Demultiplexed,382214
Empty,267349
Demultiplexed,471396
Empty,0
Demultiplexed,313006
Demultiplexed,346806
Empty,1
Demultiplexed,408418
Demultiplexed,265548
Empty,2
Demultiplexed,377809
Demultiplexed,354626
Empty,1
Empty,0
Demultiplexed,436712
Demultiplexed,553351
Demultiplexed,221340
Demultiplexed,546181
Empty,1
Empty,10
Empty,237972
Empty,9
Empty,337803
Empty,8
Demultiplexed,182064
Demultiplexed,307247
Demultiplexed,15325
Demultiplexed,12179
Empty,311893
Demultiplexed,407011
Demultiplexed,175916
Empty,2
Demultiplexed,15809
Demultiplexed,226513
Demultiplexed,297140
Demultiplexed,21422
Demultiplexed,307444
Demultiplexed,422509
Demultiplexed,258504
Demultiplexed,284871
Empty,175655
Empty,14497
Demultiplexed,167912
Demultiplexed,515958
Demultiplexed,18949
Demultiplexed,364682
Demultiplexed,11761
Empty,0
Demultiplexed,11636
Demultiplexed,169352
Demultiplexed,364314
Demultiplexed,325347
Empty,6
Demultiplexed,131938
Demultiplexed,190106
Demultiplexed,20954
Demultiplexed,319096
Demultiplexed,205688
Empty,27
Demultiplexed,243253
Empty,0
Demultiplexed,333683
Empty,25
Demultiplexed,14170
Demultiplexed,15410
Demultiplexed,425627
Demultiplexed,278408
Empty,286987
Empty,0
Demultiplexed,94962
Demultiplexed,313531
Empty,0
Demultiplexed,452419
Demultiplexed,10683
Empty,12
Empty,70644
Demultiplexed,79681
Empty,2
Demultiplexed,315355
Empty,22
Empty,17338
Demultiplexed,948777
Demultiplexed,248707
Demultiplexed,142825
Empty,367915
Empty,0
Demultiplexed,343745
Empty,9
Demultiplexed,355202
Empty,0
Empty,9
Empty,6
Demultiplexed,379452
Demultiplexed,266362
Empty,1
Empty,1
Empty,1
Demultiplexed,9808
Demultiplexed,360389
Empty,0
Demultiplexed,364430
Demultiplexed,404148
Empty,351754
Demultiplexed,352627
Empty,13
Demultiplexed,181327
Demultiplexed,361970
Demultiplexed,291336
Demultiplexed,311968
Empty,244286
Demultiplexed,318640
Empty,3
Demultiplexed,395221
Demultiplexed,269242
Demultiplexed,569511
Empty,34
Demultiplexed,278721
Empty,456277
Demultiplexed,219306
Demultiplexed,296679
Demultiplexed,234391
Demultiplexed,414601
Demultiplexed,928392
Empty,158584
Empty,1
Demultiplexed,256116
Demultiplexed,466792
Empty,0
Demultiplexed,477754
Demultiplexed,13636
Demultiplexed,317345
Demultiplexed,14001
Empty,0
Empty,3
Demultiplexed,236308
Empty,35
Demultiplexed,247566
Demultiplexed,12729
Empty,328972
Demultiplexed,360418
Demultiplexed,387198
Empty,0
Empty,316448
Demultiplexed,15410
Empty,10
Demultiplexed,195099
Demultiplexed,196696
Demultiplexed,148181
Demultiplexed,17985
Demultiplexed,684303
Empty,0
Demultiplexed,291843
Empty,11566
Demultiplexed,19384
Empty,12
Demultiplexed,291594
Demultiplexed,296956
Empty,0
Demultiplexed,114397
Demultiplexed,7971
Empty,0
Empty,1
Demultiplexed,307390
Demultiplexed,10477
Empty,15042
Demultiplexed,297577
Empty,1
Demultiplexed,391196
Demultiplexed,10115
Demultiplexed,182819
Demultiplexed,337624
Demultiplexed,454736
Demultiplexed,11761
Demultiplexed,11432
Demultiplexed,208222
Empty,0
Demultiplexed,14890
Demultiplexed,304174
Demultiplexed,312456
Demultiplexed,16918
Empty,10
Empty,0
Empty,0
Demultiplexed,277109
Demultiplexed,208855
Demultiplexed,382473
Empty,2
Demultiplexed,333972
Demultiplexed,329900
Demultiplexed,175916
Empty,19490
Empty,11
Demultiplexed,273689
Empty,2
Demultiplexed,433913
Demultiplexed,513573
Demultiplexed,209088
Demultiplexed,469376
Empty,6
Empty,323698
Demultiplexed,304038
Demultiplexed,933750
Empty,4
Demultiplexed,390285
Demultiplexed,9321
Demultiplexed,380203
Demultiplexed,14890
Empty,27
Empty,1
Empty,0
Demultiplexed,15016
Demultiplexed,11938
Demultiplexed,418956
Demultiplexed,450623
Empty,8186
Empty,1
Empty,4
Demultiplexed,337586
Empty,0
Empty,0
Demultiplexed,312435
Demultiplexed,266923
Demultiplexed,301197
Demultiplexed,11803
Demultiplexed,382722
Empty,494790
Empty,557234
Demultiplexed,100348
Empty,422973
Demultiplexed,431866
Empty,0
Empty,0
Empty,396116
Demultiplexed,248707
Demultiplexed,15318
Demultiplexed,301477
Demultiplexed,933750
Demultiplexed,507918
Demultiplexed,347042
Empty,256540
Demultiplexed,394917
Demultiplexed,369823
Empty,2
Empty,11
Demultiplexed,449747
Empty,278665
Demultiplexed,380203
Demultiplexed,10190
Empty,189976
Empty,0
Demultiplexed,276252
Empty,467572
Empty,197486
Demultiplexed,425627
Empty,1
Demultiplexed,13681
Empty,197403
Demultiplexed,389904
Demultiplexed,390615
Demultiplexed,13113
Demultiplexed,272318
Empty,0
Demultiplexed,288757
Empty,1
Demultiplexed,288102
Empty,302545
Empty,0
Empty,17
Empty,13
Demultiplexed,279252
Demultiplexed,197750
Empty,1
Empty,2
Demultiplexed,13140
Demultiplexed,14055
Demultiplexed,817574
Empty,386809
Demultiplexed,187578
Demultiplexed,263487
Demultiplexed,446982
Demultiplexed,184107
Demultiplexed,358199
Demultiplexed,9872
Demultiplexed,270904
Demultiplexed,326931
Demultiplexed,359043
Demultiplexed,14577
Empty,2
Empty,256170
Demultiplexed,286280
Empty,0
Demultiplexed,217940
Demultiplexed,10877
Demultiplexed,381094
Demultiplexed,290256
Empty,0
Empty,128220
Demultiplexed,111227
Demultiplexed,281864
Demultiplexed,185498
Empty,0
Demultiplexed,254305
Demultiplexed,386362
Demultiplexed,164714
Empty,13
Empty,265691
Demultiplexed,684303
Demultiplexed,508211
Empty,29
Empty,6
Empty,32
Empty,3
Demultiplexed,105131
Demultiplexed,574955
Demultiplexed,477477
Demultiplexed,16939
Demultiplexed,587445
Empty,2
Demultiplexed,64190
Demultiplexed,11432
Demultiplexed,142487
Empty,339905
Empty,17686
Empty,2
Demultiplexed,16071
Demultiplexed,674596
Demultiplexed,96404
Demultiplexed,340504
Empty,449090
Demultiplexed,215789
Empty,0
Empty,7
Demultiplexed,313531
Empty,0
Demultiplexed,9872
Empty,1
Empty,0
Demultiplexed,8941
Empty,231825
Demultiplexed,340504
Empty,0
Demultiplexed,245321
Empty,352710
Empty,147661
Empty,0
Empty,469019
Demultiplexed,332880
Empty,0
Demultiplexed,17199
Empty,11778
Demultiplexed,250753
Empty,0
Demultiplexed,26131
Demultiplexed,532429
Demultiplexed,352000
Empty,2
Demultiplexed,277179
Demultiplexed,146148
Demultiplexed,185465
Demultiplexed,277122
Demultiplexed,6575
Demultiplexed,192850
Empty,0
Demultiplexed,348981
Demultiplexed,384224
Empty,383745
Demultiplexed,271348
Demultiplexed,328371
Demultiplexed,265498
Empty,43
Demultiplexed,154733
Demultiplexed,65372
Demultiplexed,449686
Empty,1
Demultiplexed,386362
Empty,242416
Demultiplexed,289444
Demultiplexed,44324
Demultiplexed,491490
Demultiplexed,514343
Demultiplexed,448568
Demultiplexed,91294
Demultiplexed,296679
Empty,13101
Empty,275395
Empty,128220
Demultiplexed,61422
Demultiplexed,258663
Demultiplexed,460514
Demultiplexed,16186
Demultiplexed,223398
Demultiplexed,469376
Demultiplexed,10741
Demultiplexed,309723
Demultiplexed,283929
Demultiplexed,486458
Empty,2
Undetermined,138205247
Demultiplexed,230942
Empty,0
Demultiplexed,257723
Empty,0
Empty,3
Demultiplexed,352778
Empty,377153
Empty,0
Demultiplexed,24261
Demultiplexed,19588
Demultiplexed,352704
Demultiplexed,248092
Demultiplexed,13654
Demultiplexed,303607
Demultiplexed,364181
Demultiplexed,328181
Empty,13101
Empty,0
Empty,0
Demultiplexed,484107
Empty,0
Demultiplexed,10896
Demultiplexed,541632
Empty,294096
Empty,0
Empty,19
Demultiplexed,321601
Demultiplexed,310531
Empty,15823
Empty,200115
Empty,8
Demultiplexed,365828
Empty,31
Empty,4
Empty,2
Demultiplexed,156140
Empty,27
Demultiplexed,273369
Empty,57
Empty,5755
Empty,22753
Empty,14924
Empty,15823
Empty,8
Demultiplexed,603335
Demultiplexed,345626
Empty,2
Demultiplexed,306995
Demultiplexed,428580
Demultiplexed,375960
Demultiplexed,262509
Empty,0
Demultiplexed,10192
Demultiplexed,364314
Demultiplexed,230386
Empty,2
Demultiplexed,312513
Demultiplexed,262716
Empty,8
Empty,289691
Demultiplexed,397915
Empty,1
Demultiplexed,353610
Empty,241543
Empty,1
Demultiplexed,271672
Empty,294651
Demultiplexed,13181
Empty,17280
Empty,189115
Demultiplexed,352704
Empty,2
Demultiplexed,441158
Demultiplexed,302080
Demultiplexed,295961
Empty,2
Empty,1
Demultiplexed,414601
Empty,294096
Empty,339666
Demultiplexed,246919
Empty,3
Empty,3
Demultiplexed,423677
Demultiplexed,295037
Empty,70644
Demultiplexed,186930
Demultiplexed,347420
Demultiplexed,315374
Demultiplexed,371193
Demultiplexed,252081
Demultiplexed,265498
Demultiplexed,283929
Empty,232306
Empty,316448
Demultiplexed,423605
Empty,0
Demultiplexed,278408
Demultiplexed,308631
Demultiplexed,214336
Demultiplexed,343542
Empty,34
Empty,32
Demultiplexed,475522
Empty,1
Demultiplexed,370406
Empty,223150
Demultiplexed,348536
Demultiplexed,7829
Empty,11352
Empty,294127
Demultiplexed,488792
Demultiplexed,13369
Empty,250647
Demultiplexed,328181
Demultiplexed,291843
Empty,151189
Demultiplexed,425542
Demultiplexed,137544
Demultiplexed,488792
Empty,0
Demultiplexed,11210
Demultiplexed,349597
Demultiplexed,96553
Demultiplexed,364477
Demultiplexed,12298
Demultiplexed,279252
Empty,265691
Demultiplexed,402690
Demultiplexed,412047
Empty,3
Demultiplexed,368768
Demultiplexed,26131
Empty,3
Demultiplexed,10455
Demultiplexed,211964
Demultiplexed,361605
Demultiplexed,431866
Demultiplexed,304678
Demultiplexed,302841
Demultiplexed,84972
Demultiplexed,404208
Demultiplexed,217093
Empty,4
Demultiplexed,360418
Demultiplexed,180940
Demultiplexed,452337
Demultiplexed,334232
Demultiplexed,402690
Demultiplexed,279146
Demultiplexed,257723
Demultiplexed,413480
Empty,151189
Demultiplexed,338858
Demultiplexed,313006
Demultiplexed,211964
Demultiplexed,368869
Demultiplexed,260488
Empty,380653
Demultiplexed,374595
Empty,465773
Empty,0
Demultiplexed,320016
Demultiplexed,277049
Demultiplexed,316391
Demultiplexed,48799
Empty,13885
Demultiplexed,121052
Empty,0
Demultiplexed,315388
Empty,8444
Empty,3
Demultiplexed,142887
Empty,13
Demultiplexed,18173
Empty,75835
Empty,303978
Demultiplexed,674596
Demultiplexed,355202
Demultiplexed,304998
Empty,43
Empty,2
Demultiplexed,371193
Demultiplexed,328785
Empty,332705
Empty,377153
Demultiplexed,199077
Demultiplexed,381124
Empty,23881
Demultiplexed,185869
Demultiplexed,233689
Empty,3
Demultiplexed,304523
Empty,0
Demultiplexed,24261
Empty,4
Demultiplexed,237937
Demultiplexed,61422
Demultiplexed,344454
Empty,0
Demultiplexed,395221
Empty,0
Demultiplexed,369234
Demultiplexed,349057
Demultiplexed,10190
Empty,7
Empty,0
Demultiplexed,13432
Demultiplexed,259380
Empty,9
Demultiplexed,232684
Demultiplexed,11498
Demultiplexed,251990
Empty,161468
Empty,4
Demultiplexed,255279
Empty,1
Demultiplexed,329834
Empty,225456
Demultiplexed,17545
Demultiplexed,300167
Demultiplexed,329834
Demultiplexed,326417
Demultiplexed,279105
Empty,4
Demultiplexed,18187
Demultiplexed,450623
Demultiplexed,8044
Empty,0
Demultiplexed,310915
Empty,17
Demultiplexed,242100
Demultiplexed,12266
Empty,3
Demultiplexed,617154
Empty,1
Empty,0
Demultiplexed,291862
Empty,0
Empty,508680
Demultiplexed,25312
Empty,2
Empty,1
Empty,2
Empty,280154
Demultiplexed,349672
Empty,455295
Demultiplexed,325949
Empty,252826
Empty,10
Demultiplexed,352778
Empty,6
Demultiplexed,277109
Empty,65878
Demultiplexed,251990
Demultiplexed,521127
Empty,34
Demultiplexed,445779
Demultiplexed,301693
Demultiplexed,304520
Demultiplexed,273497
Demultiplexed,263069
Empty,0
Demultiplexed,348536
Empty,1
Demultiplexed,257955
Demultiplexed,382214
Demultiplexed,737618
Demultiplexed,239174
Demultiplexed,541632
Empty,0
Demultiplexed,647632
Demultiplexed,223851
Demultiplexed,347042
Demultiplexed,365981
Demultiplexed,359232
Demultiplexed,263087
Demultiplexed,389904
Empty,4
Demultiplexed,557831
Demultiplexed,12924
Demultiplexed,410566
Empty,1
Demultiplexed,6350
Demultiplexed,295920
Empty,3
Demultiplexed,420556
Demultiplexed,186930
Demultiplexed,254991
Empty,4
Empty,0
Empty,2
Empty,2
Demultiplexed,439686
Demultiplexed,348857
Empty,604397
Empty,237992
Demultiplexed,260055
Demultiplexed,247866
Empty,444894
Demultiplexed,277182
Demultiplexed,196918
Demultiplexed,168020
Demultiplexed,10969
Demultiplexed,12380
Demultiplexed,12154
Demultiplexed,230605
Demultiplexed,331638
Demultiplexed,154675
Empty,0
Demultiplexed,435990
Demultiplexed,252197
Demultiplexed,16596
Demultiplexed,245621
Demultiplexed,435891
Demultiplexed,283851
Demultiplexed,211899
Demultiplexed,119565
Empty,197403
Empty,15
Demultiplexed,521127
Demultiplexed,404208
Empty,0
Demultiplexed,378699
Demultiplexed,15295
Demultiplexed,434434
Empty,0
Demultiplexed,175784
Empty,203612
Demultiplexed,13061
Demultiplexed,9325
Demultiplexed,154733
Demultiplexed,14735
Demultiplexed,9359
Demultiplexed,15710
Demultiplexed,475828
Demultiplexed,282788
Demultiplexed,499601
Demultiplexed,304174
Demultiplexed,12266
Demultiplexed,413191
Demultiplexed,242703
Demultiplexed,128714
Empty,7
Empty,1
Empty,5
Demultiplexed,349672
Demultiplexed,513662
Demultiplexed,399116
Demultiplexed,6127
Demultiplexed,279606
Demultiplexed,277743
Demultiplexed,128714
Empty,21
Empty,14
Demultiplexed,226639
Empty,2
Empty,10
Demultiplexed,317098
Empty,3
Demultiplexed,15488
Demultiplexed,245321
Demultiplexed,254305
Empty,5
Demultiplexed,18187
Empty,0
Demultiplexed,10686
Demultiplexed,172818
Empty,0
Demultiplexed,13140
Empty,363294
Demultiplexed,373122
Empty,444894
Demultiplexed,436236
Empty,95382
Demultiplexed,312657
Demultiplexed,17379
Empty,7
Empty,272914
Demultiplexed,330301
Demultiplexed,584162
Demultiplexed,13800
Empty,463829
Demultiplexed,271348
Demultiplexed,14205
Demultiplexed,137544
Demultiplexed,288102
Demultiplexed,230487
Empty,265424
Demultiplexed,185112
Demultiplexed,258989
Demultiplexed,318804
Empty,203612
Demultiplexed,436236
Empty,1
Empty,0
Empty,8
Empty,0
Empty,17686
Demultiplexed,303652
Empty,416956
Empty,9
Empty,329536
Demultiplexed,240524
Demultiplexed,380669
Demultiplexed,325921
Empty,2
Demultiplexed,439686
Empty,0
Demultiplexed,334877
Empty,2
Empty,7
Empty,455295
Empty,538041
Demultiplexed,7599
Empty,11
Demultiplexed,295302
Demultiplexed,418191
Demultiplexed,13681
Demultiplexed,12123
Demultiplexed,217645
Demultiplexed,79681
Empty,244325
Empty,15675
Demultiplexed,284265
Demultiplexed,325608
Demultiplexed,295051
Demultiplexed,491490
Empty,396116
Empty,0
Demultiplexed,325921
Empty,363216
Demultiplexed,446380
Demultiplexed,179489
Empty,14924
Empty,8
Demultiplexed,280753
Empty,1
Empty,0
Demultiplexed,413191
Demultiplexed,380723
Empty,15845
Demultiplexed,256042
Demultiplexed,71602
Empty,0
Demultiplexed,565242
Demultiplexed,250753
Empty,0
Empty,10
Demultiplexed,370456
Demultiplexed,9363
Empty,0
Demultiplexed,532429
Empty,3
Demultiplexed,264564
Demultiplexed,328917
Empty,1
Empty,303978
Demultiplexed,15710
Demultiplexed,359541
Empty,30
Demultiplexed,424192
Empty,12
Demultiplexed,391803
Demultiplexed,307998
Empty,1
Demultiplexed,713853
Demultiplexed,375507
Demultiplexed,254991
Demultiplexed,319096
Demultiplexed,561878
Empty,268458
Demultiplexed,303615
Demultiplexed,391405
Demultiplexed,333740
Demultiplexed,301477
Demultiplexed,12919
Demultiplexed,19384
Demultiplexed,10075
Empty,0
Demultiplexed,294843
Demultiplexed,278809
Empty,0
Empty,270973
Empty,4
Empty,0
Demultiplexed,291511
Empty,267349
Empty,1
Demultiplexed,302080
Demultiplexed,407728
Empty,0
Demultiplexed,45100
Empty,13
Demultiplexed,324909
Empty,0
Empty,7
Demultiplexed,408122
Demultiplexed,404705
Demultiplexed,16378
Empty,6
Demultiplexed,16160
Demultiplexed,317618
Demultiplexed,283542
Demultiplexed,10900
Empty,16148
Demultiplexed,258989
Empty,23337
Demultiplexed,330684
Demultiplexed,310915
Demultiplexed,347420
Empty,0
Demultiplexed,440675
Demultiplexed,242957
Empty,0
Empty,244635
Empty,1
Demultiplexed,253666
Empty,2
Demultiplexed,360523
Demultiplexed,18653
Demultiplexed,13449
Empty,4
Empty,211525
Demultiplexed,375814
Demultiplexed,197814
Demultiplexed,339116
Demultiplexed,331244
Empty,3
Empty,1
Empty,0
Demultiplexed,348204
Demultiplexed,477754
Demultiplexed,168935
Empty,14
Empty,19
Demultiplexed,202265
Empty,1
Empty,422973
Empty,1
Demultiplexed,374243
Empty,0
Demultiplexed,15101
Demultiplexed,206969
Demultiplexed,567838
Demultiplexed,507948
Empty,0
Demultiplexed,24818
Demultiplexed,346437
Demultiplexed,242785
Empty,0
Demultiplexed,9325
Demultiplexed,260796
Demultiplexed,303615
Demultiplexed,24818
Empty,0
Empty,3
Demultiplexed,144270
Empty,0
Demultiplexed,214092
Demultiplexed,414716
Demultiplexed,306995
Demultiplexed,322723
Demultiplexed,381004
Empty,9
Demultiplexed,548377
Demultiplexed,216409
Demultiplexed,145489
Demultiplexed,404705
Empty,4
Demultiplexed,261814
Empty,256374
Demultiplexed,11897
Demultiplexed,356575
Empty,0
Demultiplexed,197760
Empty,161468
Empty,9
Demultiplexed,193601
Empty,12807
Empty,3
Demultiplexed,278284
Demultiplexed,149149
Empty,32546
Demultiplexed,484107
Empty,1
Demultiplexed,185498
Empty,2
Demultiplexed,256161
Empty,15
Demultiplexed,144836
Demultiplexed,343665
Demultiplexed,329900
Demultiplexed,67184
Demultiplexed,317098
Empty,0
Demultiplexed,296839
Empty,3
Demultiplexed,421091
Empty,1
Empty,0
Demultiplexed,325475
Empty,5
Empty,1
Demultiplexed,552869
Demultiplexed,317345
Empty,6
Demultiplexed,338650
Demultiplexed,317971
Empty,395926
Demultiplexed,328785
Empty,318231
Demultiplexed,219306
Demultiplexed,418191
Demultiplexed,349847
Demultiplexed,175784
Demultiplexed,307247
Demultiplexed,355763
Empty,0
Empty,1
Demultiplexed,288757
Empty,0
Demultiplexed,318876
Demultiplexed,258968
Empty,2
Demultiplexed,275291
Demultiplexed,13432
Demultiplexed,382612
Demultiplexed,297567
Demultiplexed,226639
Demultiplexed,298715
Empty,29
Demultiplexed,289506
Demultiplexed,236185
Empty,25
Empty,9
Empty,132995
Demultiplexed,348631
Demultiplexed,13113
Empty,2
Empty,4
Demultiplexed,347841
Demultiplexed,280620
Demultiplexed,326150
Empty,57
Demultiplexed,342257
Demultiplexed,296738
Demultiplexed,11598
Demultiplexed,271008
Empty,0
Demultiplexed,338718
Demultiplexed,561878
Demultiplexed,12337
Empty,19611
Demultiplexed,603335
Demultiplexed,301049
Demultiplexed,436712
Demultiplexed,584162
Demultiplexed,16413
Empty,261076
Demultiplexed,304520
Empty,0
Empty,5
Demultiplexed,378336
Empty,0
Undetermined,138205247
Empty,363294
Demultiplexed,284998
Demultiplexed,412342
Demultiplexed,452419
Demultiplexed,324907
Demultiplexed,560244
Empty,3
Demultiplexed,8118
Demultiplexed,8118
Empty,1
Empty,0
Demultiplexed,643081
Demultiplexed,304664
Demultiplexed,360975
Empty,11
Empty,1
Empty,22753
Empty,0
Demultiplexed,10741
Empty,14497
Demultiplexed,139342
Demultiplexed,255696
Empty,0
Demultiplexed,402087
Demultiplexed,251891
Empty,2
Empty,347648
Empty,223150
Demultiplexed,185552
Demultiplexed,15016
Demultiplexed,257955
Demultiplexed,196696
Empty,0
Demultiplexed,56757
Demultiplexed,306453
Demultiplexed,196998
Empty,2
Demultiplexed,256042
Demultiplexed,424569
Demultiplexed,292372
Demultiplexed,192850
Demultiplexed,341177
Demultiplexed,422509
Demultiplexed,14043
Demultiplexed,17985
Empty,2
Demultiplexed,11954
Empty,289691
Empty,15530
Empty,2
Demultiplexed,258663
Demultiplexed,472816
Empty,6
Empty,2
Empty,6
Demultiplexed,28589
Empty,0
Empty,3
Demultiplexed,204462
Demultiplexed,400288
Empty,10
Demultiplexed,473873
Demultiplexed,445786
Demultiplexed,352627
Demultiplexed,508796
Empty,0
Demultiplexed,374493
Demultiplexed,382709
Empty,1
Demultiplexed,318640
Empty,4
Empty,2
Demultiplexed,418956
Empty,0
Empty,5
Empty,0
Demultiplexed,355462
Empty,0
Demultiplexed,16378
Empty,505252
Demultiplexed,308074
Empty,0
Demultiplexed,330885
Empty,0
Empty,5
Demultiplexed,304714
Demultiplexed,278943
Demultiplexed,298715
Demultiplexed,336056
Demultiplexed,349057
Empty,223765
Demultiplexed,13521
Demultiplexed,16366
Demultiplexed,284871
Empty,0
Empty,2
Demultiplexed,52227
Demultiplexed,336833
Empty,0
Demultiplexed,322984
Empty,3
Demultiplexed,253666
Demultiplexed,336833
Empty,1
Empty,366428
Demultiplexed,23791
Demultiplexed,231625
Empty,9
Demultiplexed,380661
Demultiplexed,285063
Empty,88950
Demultiplexed,322546
Empty,0
Empty,8
Demultiplexed,401883
Empty,3
Empty,4
Demultiplexed,455687
Demultiplexed,324642
Demultiplexed,124408
Demultiplexed,13674
Empty,2
Demultiplexed,208855
Demultiplexed,306302
Empty,8
Demultiplexed,11008
Demultiplexed,216409
Empty,6
Demultiplexed,83637
Demultiplexed,14476
Demultiplexed,340561
Demultiplexed,202204
Demultiplexed,382612
Demultiplexed,349847
Empty,27
Empty,5
Empty,327901
Demultiplexed,358443
Demultiplexed,606351
Empty,0
Demultiplexed,396879
Empty,274322
Demultiplexed,390615
Demultiplexed,255696
Empty,244286
Demultiplexed,243253
Demultiplexed,316351
Empty,469019
Demultiplexed,15488
Demultiplexed,286669
Demultiplexed,358443
Demultiplexed,14245
Empty,352710
Demultiplexed,315388
Demultiplexed,202204
Demultiplexed,11938
Demultiplexed,569803
Demultiplexed,273369
Empty,0
Empty,538041
Empty,1
Empty,17781
Demultiplexed,356793
Demultiplexed,13356
Demultiplexed,347833
Demultiplexed,368869
Empty,0
Demultiplexed,14245
Demultiplexed,10456
Empty,2
Empty,315798
Demultiplexed,9084
Empty,0
Demultiplexed,318804
Demultiplexed,459703
Demultiplexed,256959
Demultiplexed,376147
Empty,2
Empty,1
Empty,0
Empty,20
Demultiplexed,713853
Demultiplexed,248600
Demultiplexed,146223
Demultiplexed,386711
Empty,0
Empty,0
Empty,0
Empty,16148
Demultiplexed,390285
Demultiplexed,14170
Empty,15
Demultiplexed,279801
Empty,15530
Demultiplexed,340239
Demultiplexed,392834
Demultiplexed,22672
Empty,0
Demultiplexed,315585
Empty,11566
Empty,10
Demultiplexed,16186
Empty,1
Demultiplexed,400288
Empty,3
Demultiplexed,420581
Demultiplexed,329590
Demultiplexed,325608
Empty,8186
Demultiplexed,357865
Empty,21
Empty,97585
Demultiplexed,8613
Empty,0
Demultiplexed,291419
Demultiplexed,14873
Demultiplexed,287034
Demultiplexed,188624
Demultiplexed,10371
Empty,4
Empty,272914
Demultiplexed,290907
Demultiplexed,13636
Demultiplexed,312994
Empty,0
Demultiplexed,14449
Empty,0
Empty,0
Demultiplexed,185552
Demultiplexed,263087
Empty,287879
Demultiplexed,420556
Demultiplexed,20954
Empty,0
Empty,1
Demultiplexed,199681
Demultiplexed,301197
Demultiplexed,263842
Demultiplexed,96404
Demultiplexed,216502
Demultiplexed,296116
Demultiplexed,138335
Empty,294127
Demultiplexed,293166
Demultiplexed,415542
Demultiplexed,509114
Empty,0
Demultiplexed,485552
Demultiplexed,7599
Empty,540852
Demultiplexed,15752
Demultiplexed,477477
Demultiplexed,287034
Demultiplexed,239577
Demultiplexed,21340
Demultiplexed,1184901
Demultiplexed,364477
Empty,286689
Demultiplexed,23791
Demultiplexed,325347
Empty,6
Demultiplexed,25168
Demultiplexed,277179
Demultiplexed,12154
Empty,0
Demultiplexed,285063
Empty,1
Demultiplexed,65859
Demultiplexed,296956
Demultiplexed,271672
Empty,318217
Demultiplexed,332880
Demultiplexed,14515
Demultiplexed,28589
Demultiplexed,300167
Demultiplexed,15052
Demultiplexed,247380
Demultiplexed,422330
Demultiplexed,365441
Empty,315798
Demultiplexed,10297
Empty,238362
Demultiplexed,489351
Demultiplexed,391405
Demultiplexed,245621
Empty,288231
Demultiplexed,435951
Demultiplexed,13331
Demultiplexed,296116
Demultiplexed,415542
Demultiplexed,204462
Empty,0
Demultiplexed,7036
Demultiplexed,337736
Empty,366428
Demultiplexed,218318
Empty,1
Empty,13
Demultiplexed,262125
Empty,393907
Demultiplexed,142887
Demultiplexed,12924
Empty,358888
Demultiplexed,297577
Demultiplexed,479865
Empty,12807
Empty,0
Demultiplexed,296075
Demultiplexed,200597
Demultiplexed,9304
Demultiplexed,10969
Demultiplexed,471706
Empty,0
Demultiplexed,409770
Empty,9
Demultiplexed,308818
Empty,4
Demultiplexed,423677
Demultiplexed,278284
Empty,1
Empty,386809
Demultiplexed,403559
Demultiplexed,168935
Empty,557234
Demultiplexed,386711
Demultiplexed,435787
Empty,344122
Demultiplexed,339632
Demultiplexed,304714
Empty,302545
Demultiplexed,6142
Demultiplexed,203972
Demultiplexed,124408
Demultiplexed,304523
Demultiplexed,269690
Demultiplexed,167912
Demultiplexed,290256
Empty,2
Empty,1
Demultiplexed,14242
Demultiplexed,565769
Empty,11
Empty,10
Empty,0
Demultiplexed,545962
Demultiplexed,409114
Demultiplexed,337102
Demultiplexed,177579
Empty,323757
Demultiplexed,366686
Empty,7
Empty,1
Empty,20
Demultiplexed,343792
Empty,4
Demultiplexed,486582
Demultiplexed,409770
Demultiplexed,315355
Demultiplexed,11897
Demultiplexed,215789
Demultiplexed,323648
Empty,1
Demultiplexed,296075
Empty,11
Demultiplexed,341704
Empty,1
Empty,265196
Demultiplexed,19219
Demultiplexed,269460
Demultiplexed,277743
Empty,274322
Empty,394237
Demultiplexed,24547
Demultiplexed,210726
Demultiplexed,291336
Demultiplexed,257031
Demultiplexed,337586
Demultiplexed,10192
Demultiplexed,242100
Demultiplexed,13369
Demultiplexed,279123
Demultiplexed,10115
Demultiplexed,359541
Empty,28
Demultiplexed,8887
Empty,192451
Demultiplexed,294488
Demultiplexed,93395
Demultiplexed,591199
