Category,Nreads
Demultiplexed,470108
Demultiplexed,312435
Demultiplexed,422955
Demultiplexed,359043
Demultiplexed,404993
Empty,7
Demultiplexed,304998
Empty,75835
Empty,10856
Empty,328972
Empty,13573
Demultiplexed,142487
Demultiplexed,569511
Demultiplexed,263374
Demultiplexed,177579
Demultiplexed,8887
Empty,270600
Empty,6
Demultiplexed,12392
Demultiplexed,12816
Demultiplexed,15889
Demultiplexed,435891
Demultiplexed,13356
Demultiplexed,264924
Empty,0
Demultiplexed,11760
Empty,1
Demultiplexed,595473
Demultiplexed,10494
Empty,0
Empty,505252
Empty,493889
Empty,5
Empty,26
Empty,1
Empty,258410
Demultiplexed,278809
Demultiplexed,379221
Empty,5
Empty,0
Demultiplexed,162605
Demultiplexed,277049
Demultiplexed,314421
Demultiplexed,334232
Empty,2
Empty,5
Demultiplexed,341080
Demultiplexed,165014
Demultiplexed,339632
Demultiplexed,382473
Demultiplexed,180940
Empty,9
Demultiplexed,624086
Demultiplexed,142825
Demultiplexed,643081
Demultiplexed,315682
Demultiplexed,199681
Demultiplexed,188349
Empty,11034
Empty,3
Empty,255942
Demultiplexed,346457
Empty,0
Demultiplexed,115403
Demultiplexed,214336
Demultiplexed,199102
Demultiplexed,452337
Empty,0
Empty,1
Demultiplexed,237784
Empty,33
Demultiplexed,252081
Demultiplexed,312456
Demultiplexed,200525
Demultiplexed,298475
Demultiplexed,344481
Empty,15007
Demultiplexed,16299
Demultiplexed,297476
Empty,244635
Demultiplexed,433913
Demultiplexed,21747
Demultiplexed,275291
Demultiplexed,286061
Empty,3
Demultiplexed,163340
Empty,88950
Demultiplexed,256116
Demultiplexed,12729
Demultiplexed,11210
Demultiplexed,482450
Empty,256540
Demultiplexed,479865
Empty,1
Demultiplexed,407886
Demultiplexed,277122
Empty,386782
Empty,0
Empty,13
Demultiplexed,14735
Demultiplexed,236185
Empty,32546
Empty,132995
Empty,2
Empty,3
Demultiplexed,214498
Demultiplexed,338633
Empty,2
Demultiplexed,230386
Demultiplexed,6575
Demultiplexed,315609
Empty,0
Demultiplexed,364538
Demultiplexed,182064
Empty,268479
Demultiplexed,363474
Demultiplexed,334036
Demultiplexed,260055
Demultiplexed,404993
Demultiplexed,445786
Demultiplexed,238591
Demultiplexed,241426
Demultiplexed,273739
Demultiplexed,340509
Empty,59758
Demultiplexed,567838
Demultiplexed,265129
Demultiplexed,242957
Demultiplexed,370406
Empty,3
Empty,5
Empty,192451
Demultiplexed,304664
Demultiplexed,294480
Demultiplexed,298476
Empty,1
Demultiplexed,308818
Empty,321079
Demultiplexed,333740
Empty,8
Demultiplexed,48799
Demultiplexed,385236
Empty,463829
Demultiplexed,397915
Demultiplexed,138335
Demultiplexed,256959
Demultiplexed,304678
Demultiplexed,197197
Demultiplexed,247441
Demultiplexed,508211
Demultiplexed,8044
Empty,2
Demultiplexed,319207
Empty,7
Empty,1
Empty,0
Demultiplexed,386550
Demultiplexed,214498
Demultiplexed,208222
Demultiplexed,175339
Demultiplexed,337102
Empty,9
Demultiplexed,278943
Demultiplexed,240524
Empty,18042
Empty,287879
Empty,41
Demultiplexed,22147
Empty,3
Empty,51014
Empty,1
Demultiplexed,493252
Demultiplexed,10686
Demultiplexed,89222
Empty,318217
Demultiplexed,12273
Demultiplexed,367673
Demultiplexed,14449
Demultiplexed,291594
Demultiplexed,9930
Empty,1
Demultiplexed,304038
Demultiplexed,286061
Demultiplexed,295769
Empty,3
Demultiplexed,168405
Demultiplexed,446982
Demultiplexed,303983
Empty,158584
Empty,0
Demultiplexed,132652
Demultiplexed,357865
Demultiplexed,378699
Demultiplexed,272123
Demultiplexed,247566
Demultiplexed,557370
Demultiplexed,315374
Demultiplexed,230453
Demultiplexed,365828
Empty,344122
Demultiplexed,291419
Demultiplexed,336653
Demultiplexed,93395
Empty,14826
Empty,9
Demultiplexed,247380
Demultiplexed,10477
Demultiplexed,514343
Demultiplexed,348981
Demultiplexed,15752
Demultiplexed,333683
Demultiplexed,276252
Empty,0
Demultiplexed,309723
Empty,9
Demultiplexed,595473
Demultiplexed,334036
Demultiplexed,337953
Demultiplexed,491198
Demultiplexed,10891
Empty,0
Demultiplexed,360523
Demultiplexed,380661
Empty,393122
Demultiplexed,13493
Demultiplexed,187578
Demultiplexed,165311
Demultiplexed,507948
Demultiplexed,233689
Demultiplexed,10868
Empty,2
Empty,2
Demultiplexed,17545
Demultiplexed,320715
Demultiplexed,359860
Demultiplexed,316391
Empty,0
Demultiplexed,566997
Demultiplexed,306302
Demultiplexed,13654
Demultiplexed,348204
Demultiplexed,347881
Demultiplexed,298475
Empty,0
Demultiplexed,459576
Empty,0
Demultiplexed,67184
Demultiplexed,229697
Demultiplexed,57208
Demultiplexed,148181
Demultiplexed,295961
Empty,4
Demultiplexed,157882
Demultiplexed,25168
Demultiplexed,13493
Demultiplexed,6142
Empty,1
Demultiplexed,247441
Demultiplexed,251891
Empty,8
Empty,13
Demultiplexed,343665
Empty,2
Demultiplexed,10455
Demultiplexed,25312
Demultiplexed,368156
Demultiplexed,210726
Demultiplexed,380723
Demultiplexed,209461
Empty,0
Empty,0
Empty,1
Empty,0
Demultiplexed,396879
Demultiplexed,361605
Demultiplexed,316459
Empty,0
Demultiplexed,486582
Demultiplexed,11759
Demultiplexed,279606
Demultiplexed,300093
Demultiplexed,15295
Demultiplexed,355955
Demultiplexed,346806
Demultiplexed,250198
Demultiplexed,339269
Demultiplexed,9084
Demultiplexed,143542
Demultiplexed,247751
Demultiplexed,591199
Demultiplexed,948777
Demultiplexed,438424
Demultiplexed,403559
Demultiplexed,283851
Demultiplexed,12392
Demultiplexed,344446
Demultiplexed,185112
Demultiplexed,596658
Demultiplexed,375814
Empty,339666
Empty,10
Empty,13
Demultiplexed,15703
Demultiplexed,200597
Demultiplexed,164714
Demultiplexed,342257
Demultiplexed,440675
Demultiplexed,359942
Empty,10856
Demultiplexed,14001
Demultiplexed,333972
Demultiplexed,165098
Empty,1
Empty,13
Demultiplexed,263487
Empty,3
Demultiplexed,273739
Demultiplexed,226081
Demultiplexed,56757
Empty,1
Demultiplexed,58639
Empty,1
Demultiplexed,379452
Demultiplexed,10807
Demultiplexed,314421
Empty,25413
Empty,7
Empty,0
Empty,23881
Demultiplexed,17544
Demultiplexed,466792
Empty,2
Demultiplexed,10683
Empty,0
Demultiplexed,316459
Demultiplexed,296839
Demultiplexed,216646
Demultiplexed,238591
Empty,9
Demultiplexed,12123
Demultiplexed,359790
Demultiplexed,339286
Demultiplexed,168020
Demultiplexed,260488
Demultiplexed,278861
Demultiplexed,57037
Empty,467572
Demultiplexed,269460
Demultiplexed,8325
Demultiplexed,356575
Demultiplexed,287486
Demultiplexed,241426
Empty,0
Empty,2
Demultiplexed,312513
Demultiplexed,53761
Demultiplexed,154675
Demultiplexed,346457
Demultiplexed,17379
Empty,1
Demultiplexed,532728
Demultiplexed,293166
Empty,59758
Demultiplexed,8563
Empty,0
Demultiplexed,471396
Demultiplexed,203972
Empty,2
Empty,225456
Demultiplexed,292372
Demultiplexed,271278
Demultiplexed,318059
Demultiplexed,366580
Empty,2
Empty,9
Empty,572705
Demultiplexed,280620
Demultiplexed,132652
Demultiplexed,476396
Empty,268479
Empty,0
Empty,270973
Demultiplexed,375507
Empty,1
Demultiplexed,8941
Demultiplexed,221066
Empty,2
Demultiplexed,369906
Demultiplexed,330978
Demultiplexed,69347
Demultiplexed,14577
Empty,8
Demultiplexed,11636
Empty,3
Empty,380653
Empty,250647
Demultiplexed,339894
Empty,0
Demultiplexed,300897
Demultiplexed,458744
Demultiplexed,446380
Demultiplexed,305476
Demultiplexed,470263
Demultiplexed,513573
Demultiplexed,11598
Empty,6
Empty,56
Demultiplexed,8563
Empty,11
Demultiplexed,340356
Demultiplexed,139342
Empty,12437
Empty,238965
Demultiplexed,13126
Demultiplexed,302542
Demultiplexed,170526
Empty,0
Empty,0
Demultiplexed,281456
Demultiplexed,343792
Demultiplexed,16299
Demultiplexed,295920
Demultiplexed,162605
Demultiplexed,257688
Demultiplexed,344454
Demultiplexed,266923
Empty,0
Demultiplexed,302333
Demultiplexed,143542
Demultiplexed,307998
Empty,2
Demultiplexed,381004
Demultiplexed,9930
Empty,572705
Demultiplexed,12476
Empty,386782
Demultiplexed,385236
Empty,465773
Demultiplexed,16071
Empty,1
Empty,2
Demultiplexed,340141
Demultiplexed,121052
Empty,15845
Empty,2
Demultiplexed,11696
Empty,1
Demultiplexed,310841
Empty,0
Demultiplexed,237784
Demultiplexed,360389
Demultiplexed,325475
Demultiplexed,279105
Demultiplexed,277516
Empty,9
Demultiplexed,368156
Demultiplexed,53761
Demultiplexed,247866
Demultiplexed,10922
Demultiplexed,65372
Demultiplexed,266001
Demultiplexed,261814
Demultiplexed,10636
Empty,604397
Empty,25
Demultiplexed,13121
Demultiplexed,359860
Empty,40
Demultiplexed,414716
Demultiplexed,13674
Empty,8444
Demultiplexed,273953
Demultiplexed,369823
Empty,7
Empty,2
Demultiplexed,14484
Empty,238362
Demultiplexed,328917
Empty,2
Empty,13
Empty,5
Demultiplexed,13244
Empty,315381
Demultiplexed,422955
Demultiplexed,322345
Empty,3
Demultiplexed,295037
Empty,1
Demultiplexed,290358
Demultiplexed,402452
Demultiplexed,209461
Empty,1
Demultiplexed,817574
Demultiplexed,149287
Demultiplexed,264564
Demultiplexed,13800
Demultiplexed,374595
Demultiplexed,451817
Demultiplexed,379221
Demultiplexed,404622
Demultiplexed,262125
Empty,0
Demultiplexed,557370
Empty,3
Empty,258410
Demultiplexed,185869
Demultiplexed,472816
Demultiplexed,365184
Empty,1
Demultiplexed,460514
Empty,241543
Empty,8
Demultiplexed,179164
Empty,1
Empty,13885
Demultiplexed,270904
Empty,232306
Demultiplexed,552320
Demultiplexed,10877
Empty,2
Demultiplexed,464236
Demultiplexed,18059
Demultiplexed,12273
Demultiplexed,425952
Demultiplexed,528091
Empty,0
Demultiplexed,223398
Empty,25
Demultiplexed,338650
Demultiplexed,356793
Empty,337016
Demultiplexed,464236
Demultiplexed,258921
Demultiplexed,161242
Demultiplexed,459703
Demultiplexed,354912
Demultiplexed,324907
Demultiplexed,290907
Demultiplexed,410161
Empty,20
Demultiplexed,261759
Demultiplexed,13244
Demultiplexed,462139
Demultiplexed,16596
Demultiplexed,337736
Demultiplexed,513662
Demultiplexed,21277
Demultiplexed,11369
Demultiplexed,19588
Demultiplexed,317618
Demultiplexed,196918
Demultiplexed,363474
Empty,16
Demultiplexed,352000
Empty,4
Demultiplexed,179489
Demultiplexed,363976
Demultiplexed,18059
Demultiplexed,742697
Empty,1
Demultiplexed,316694
Empty,0
Demultiplexed,16649
Demultiplexed,404622
Empty,4
Demultiplexed,52227
Empty,11352
Empty,0
Demultiplexed,12298
Empty,339905
Empty,0
Empty,2
Empty,5
Empty,3
Demultiplexed,272123
Demultiplexed,263069
Empty,19
Demultiplexed,353480
Demultiplexed,230942
Empty,0
Demultiplexed,422330
Demultiplexed,161242
Demultiplexed,6356
Demultiplexed,545962
Demultiplexed,508796
Demultiplexed,14515
Demultiplexed,50134
Demultiplexed,537691
Empty,18042
Demultiplexed,202265
Demultiplexed,10450
Empty,0
Empty,311893
Empty,0
Demultiplexed,286888
Demultiplexed,507918
Empty,13
Demultiplexed,568591
Empty,6
Demultiplexed,395632
Empty,1
Demultiplexed,391196
Demultiplexed,546181
Demultiplexed,532728
Demultiplexed,161067
Empty,2
Demultiplexed,10868
Demultiplexed,391803
Empty,0
Demultiplexed,553351
Empty,1
Empty,0
Demultiplexed,65859
Demultiplexed,12816
Demultiplexed,370188
Empty,15
Demultiplexed,271008
Empty,0
Demultiplexed,299551
Demultiplexed,13366
Empty,211525
Demultiplexed,470108
Demultiplexed,360975
Demultiplexed,188349
Empty,11
Demultiplexed,299283
Empty,294651
Demultiplexed,310841
Demultiplexed,320016
Demultiplexed,217093
Demultiplexed,344481
Demultiplexed,289506
Empty,270600
Demultiplexed,12179
Empty,294598
Empty,5
Demultiplexed,111227
Empty,0
Demultiplexed,21340
Demultiplexed,395209
Empty,0
Demultiplexed,258968
Demultiplexed,307444
Empty,0
Demultiplexed,334877
Demultiplexed,392834
Demultiplexed,371007
Demultiplexed,355955
Empty,1
Demultiplexed,282788
Empty,1
Empty,296674
Empty,15
Empty,1
Empty,2
Empty,300949
Demultiplexed,365981
Empty,1
Demultiplexed,11008
Empty,0
Demultiplexed,349597
Demultiplexed,308074
Empty,97585
Empty,3
Empty,3
Empty,1
Empty,1
Demultiplexed,14476
Demultiplexed,338858
Demultiplexed,206307
Empty,13573
Empty,21
Empty,429713
Demultiplexed,42563
Empty,2
Demultiplexed,24547
Demultiplexed,66751
Empty,6
Demultiplexed,364682
Empty,0
Empty,0
Empty,0
Empty,0
Demultiplexed,344446
Empty,0
Empty,3
Demultiplexed,400537
Empty,40
Demultiplexed,353610
Demultiplexed,5942
Empty,0
Demultiplexed,18949
Demultiplexed,440550
Demultiplexed,294488
Demultiplexed,343542
Demultiplexed,199102
Empty,237972
Empty,17280
Empty,496160
Empty,65878
Demultiplexed,366287
Demultiplexed,9359
Demultiplexed,263445
Demultiplexed,481005
Demultiplexed,254677
Empty,1
Demultiplexed,214092
Empty,297150
Demultiplexed,239174
Empty,1
Demultiplexed,224921
Demultiplexed,407728
Demultiplexed,11954
Demultiplexed,418630
Demultiplexed,16160
Demultiplexed,475402
Demultiplexed,281864
Demultiplexed,64190
Demultiplexed,197197
Empty,0
Demultiplexed,400537
Empty,0
Demultiplexed,366686
Demultiplexed,338718
Empty,2
Empty,1
Empty,422050
Demultiplexed,14242
Empty,296674
Demultiplexed,435990
Demultiplexed,273497
Demultiplexed,212084
Empty,1
Demultiplexed,286669
Demultiplexed,92077
Demultiplexed,263374
Demultiplexed,13121
Empty,116171
Empty,25960
Demultiplexed,412342
Demultiplexed,330978
Demultiplexed,337624
Empty,9
Demultiplexed,361430
Empty,51014
Demultiplexed,437676
Empty,0
Demultiplexed,246919
Demultiplexed,14055
Demultiplexed,157882
Demultiplexed,262716
Demultiplexed,315585
Demultiplexed,364181
Demultiplexed,239577
Empty,0
Demultiplexed,303652
Empty,0
Demultiplexed,10159
Empty,0
Demultiplexed,348857
Empty,206721
Demultiplexed,431352
Demultiplexed,331121
Demultiplexed,284998
Demultiplexed,230453
Demultiplexed,395632
Demultiplexed,624086
Empty,0
Demultiplexed,415451
Demultiplexed,364538
Empty,321079
Demultiplexed,8613
Demultiplexed,11369
Demultiplexed,225410
Empty,26
Demultiplexed,475828
Empty,1
Empty,0
Empty,1
Demultiplexed,346816
Demultiplexed,410566
Empty,2
Demultiplexed,50102
Empty,0
Empty,256170
Demultiplexed,248092
Demultiplexed,312657
Demultiplexed,382709
Demultiplexed,617154
Demultiplexed,221066
Empty,278665
Demultiplexed,318929
Empty,280154
Demultiplexed,486458
Empty,393907
Empty,0
Empty,9
Demultiplexed,289444
Empty,0
Demultiplexed,330301
Demultiplexed,308631
Demultiplexed,527326
Empty,3
Empty,255942
Demultiplexed,15318
Demultiplexed,423605
Demultiplexed,10159
Demultiplexed,119565
Empty,0
Empty,2
Empty,2
Empty,25
Empty,186206
Demultiplexed,476396
Demultiplexed,14205
Empty,1
Empty,395926
Empty,337016
Demultiplexed,11483
Demultiplexed,236308
Demultiplexed,742697
Demultiplexed,471706
Demultiplexed,485046
Demultiplexed,312994
Empty,6
Demultiplexed,308960
Demultiplexed,50134
Demultiplexed,281456
Demultiplexed,410161
Empty,242416
Demultiplexed,343745
Demultiplexed,165311
Demultiplexed,346437
Demultiplexed,459576
Empty,0
Demultiplexed,15052
Demultiplexed,348631
Empty,40
Empty,351754
Demultiplexed,8325
Demultiplexed,334779
Demultiplexed,305476
Empty,0
Demultiplexed,399116
Empty,343329
Demultiplexed,359790
Demultiplexed,22672
Demultiplexed,340509
Empty,11778
Demultiplexed,311968
Demultiplexed,287486
Demultiplexed,579225
Empty,1
Demultiplexed,10896
Demultiplexed,11498
Empty,40
Demultiplexed,15809
Demultiplexed,363976
Empty,30
Empty,429713
Empty,5
Empty,9
Demultiplexed,360233
Empty,41
Demultiplexed,290358
Empty,315381
Empty,6
Demultiplexed,434434
Empty,33
Demultiplexed,330885
Demultiplexed,154179
Demultiplexed,249021
Demultiplexed,322345
Demultiplexed,165098
Demultiplexed,13521
Demultiplexed,302333
Demultiplexed,21747
Demultiplexed,341991
Demultiplexed,7036
Demultiplexed,114397
Empty,332705
Demultiplexed,384224
Demultiplexed,230605
Demultiplexed,10371
Demultiplexed,365184
Empty,13
Demultiplexed,424192
Demultiplexed,347841
Demultiplexed,341704
Empty,223765
Demultiplexed,254677
Demultiplexed,330254
Demultiplexed,339302
Empty,0
Empty,9908
Empty,0
Empty,0
Demultiplexed,10297
Demultiplexed,326150
Empty,2
Empty,0
Demultiplexed,297476
Demultiplexed,16649
Demultiplexed,268559
Demultiplexed,265129
Empty,1
Demultiplexed,247751
Demultiplexed,247150
Empty,216817
Demultiplexed,131938
Demultiplexed,296738
Empty,23337
Empty,12
Demultiplexed,10807
Demultiplexed,418630
Demultiplexed,458744
Empty,1
Demultiplexed,565242
Empty,2
Empty,343329
Demultiplexed,339116
Demultiplexed,92077
Empty,0
Demultiplexed,170526
Demultiplexed,11760
Empty,25
Empty,4
Empty,383745
Empty,3
Demultiplexed,232684
Demultiplexed,156140
Empty,1
Demultiplexed,295051
Empty,1
Empty,0
Demultiplexed,379503
Empty,1
Demultiplexed,337953
Demultiplexed,395209
Demultiplexed,485046
Demultiplexed,354255
Empty,363216
Demultiplexed,96553
Demultiplexed,365612
Demultiplexed,354626
Demultiplexed,565769
Demultiplexed,279801
Empty,17338
Demultiplexed,307390
Demultiplexed,481455
Demultiplexed,340356
Demultiplexed,229697
Empty,0
Demultiplexed,84972
Empty,2
Demultiplexed,461383
Demultiplexed,552869
Demultiplexed,359271
Demultiplexed,306453
Demultiplexed,430248
Demultiplexed,318059
Demultiplexed,295769
Demultiplexed,340561
Empty,5
Empty,1
Demultiplexed,146223
Demultiplexed,527326
Demultiplexed,322723
Demultiplexed,13126
Demultiplexed,168405
Demultiplexed,369906
Empty,9
Empty,0
Empty,460747
Empty,22
Empty,6
Empty,14132
Demultiplexed,224921
Empty,5
Empty,0
Demultiplexed,260796
Demultiplexed,394917
Demultiplexed,257688
Demultiplexed,263842
Demultiplexed,386550
Demultiplexed,217940
Empty,8
Demultiplexed,16413
Demultiplexed,171269
Demultiplexed,261759
Empty,460747
Empty,337803
Demultiplexed,537691
Demultiplexed,10891
Empty,6
Empty,116171
Demultiplexed,647632
Empty,1
Demultiplexed,300878
Demultiplexed,284265
Demultiplexed,195099
Demultiplexed,14873
Empty,1
Empty,1
Demultiplexed,519189
Empty,1
Demultiplexed,226081
Empty,200115
Demultiplexed,482450
Demultiplexed,359942
Demultiplexed,105131
Empty,10
Demultiplexed,315682
Demultiplexed,437676
Demultiplexed,212084
Demultiplexed,208206
Empty,189115
Empty,238965
Demultiplexed,57037
Demultiplexed,360233
Demultiplexed,69347
Demultiplexed,7971
Demultiplexed,252197
Demultiplexed,347833
Empty,5
Empty,11
Empty,21
Empty,13897
Empty,2
Empty,0
Demultiplexed,181327
Demultiplexed,273689
Demultiplexed,207860
Demultiplexed,232849
Empty,3
Demultiplexed,515958
Empty,1
Demultiplexed,190106
Demultiplexed,185465
Demultiplexed,475402
Demultiplexed,206307
Empty,252826
Demultiplexed,22147
Demultiplexed,277516
Demultiplexed,376147
Demultiplexed,424569
Empty,0
Demultiplexed,369234
Demultiplexed,10922
Demultiplexed,11140
Demultiplexed,499601
Empty,0
Demultiplexed,493252
Empty,456277
Demultiplexed,154179
Demultiplexed,297567
Demultiplexed,552320
Demultiplexed,286162
Demultiplexed,283542
Demultiplexed,380669
Empty,0
Demultiplexed,420581
Empty,11
Demultiplexed,339302
Demultiplexed,211899
Demultiplexed,13253
Empty,1
Empty,0
Demultiplexed,354452
Demultiplexed,330684
Empty,9908
Empty,323757
Demultiplexed,280753
Empty,244325
Demultiplexed,366580
Demultiplexed,303607
Empty,1
Empty,270025
Demultiplexed,479464
Demultiplexed,401883
Empty,3
Demultiplexed,303983
Demultiplexed,322546
Empty,138089
Demultiplexed,379503
Demultiplexed,298476
Empty,0
Demultiplexed,310531
Empty,270025
Demultiplexed,5942
Demultiplexed,355763
Demultiplexed,9363
Demultiplexed,299283
Empty,0
Demultiplexed,286162
Demultiplexed,359271
Demultiplexed,196998
Demultiplexed,285381
Empty,9
Demultiplexed,430248
Demultiplexed,11759
Demultiplexed,13331
Demultiplexed,448568
Demultiplexed,71602
Demultiplexed,172818
Demultiplexed,354912
Demultiplexed,326931
Empty,0
Demultiplexed,14043
Demultiplexed,364430
Empty,1
Demultiplexed,291862
Demultiplexed,322984
Demultiplexed,341080
Empty,0
Demultiplexed,328371
Demultiplexed,13181
Empty,56
Empty,1
Empty,0
Empty,1
Demultiplexed,44324
Demultiplexed,324642
Empty,25960
Empty,237992
Demultiplexed,16366
Demultiplexed,216502
Empty,2
Empty,0
Demultiplexed,232849
Empty,0
Empty,287065
Empty,35
Empty,175655
Demultiplexed,149149
Empty,12437
Demultiplexed,315609
Demultiplexed,370456
Demultiplexed,519189
Empty,3
Demultiplexed,566162
Demultiplexed,370188
Demultiplexed,391758
Demultiplexed,606351
Demultiplexed,16918
Demultiplexed,278861
Demultiplexed,300897
Empty,1
Empty,5
Demultiplexed,345626
Demultiplexed,140792
Empty,416956
Demultiplexed,7829
Empty,2
Demultiplexed,331638
Empty,0
Demultiplexed,338633
Empty,0
Empty,11034
Empty,19
Demultiplexed,528091
Demultiplexed,451817
Empty,0
Demultiplexed,13449
Demultiplexed,171269
Demultiplexed,445779
Empty,1
Demultiplexed,407011
Empty,186206
Empty,0
Demultiplexed,413480
Demultiplexed,391600
Demultiplexed,438424
Demultiplexed,339286
Empty,9
Demultiplexed,266362
Demultiplexed,197814
Empty,0
Demultiplexed,339269
Demultiplexed,355462
Empty,29
Demultiplexed,479464
Demultiplexed,455687
Demultiplexed,15325
Empty,22
Empty,0
Empty,2
Demultiplexed,219057
Demultiplexed,272318
Demultiplexed,175339
Demultiplexed,737618
Empty,2
Empty,2
Demultiplexed,324397
Empty,3
Demultiplexed,6356
Demultiplexed,300878
Demultiplexed,248600
Empty,347648
Demultiplexed,286280
Empty,3
Empty,5
Demultiplexed,473873
Demultiplexed,408418
Demultiplexed,318929
Demultiplexed,317971
Empty,15042
Empty,1
Demultiplexed,277182
Empty,323698
Demultiplexed,295919
Demultiplexed,278721
Empty,0
Empty,95382
Demultiplexed,242703
Demultiplexed,366287
Demultiplexed,336653
Demultiplexed,250049
Demultiplexed,161067
Demultiplexed,928392
Demultiplexed,301107
Empty,12196
Empty,14132
Demultiplexed,295919
Demultiplexed,425952
Empty,12196
Demultiplexed,382722
Empty,9
Demultiplexed,435951
Empty,256374
Empty,7
Demultiplexed,334779
Empty,0
Demultiplexed,401604
Empty,2
Empty,0
Demultiplexed,391758
Demultiplexed,307182
Empty,15
Demultiplexed,325949
Demultiplexed,340239
Empty,288231
Demultiplexed,300093
Empty,0
Demultiplexed,557831
Demultiplexed,291511
Demultiplexed,258921
Empty,3
Demultiplexed,336056
Demultiplexed,264924
Empty,4
Demultiplexed,384324
Demultiplexed,350863
Demultiplexed,140792
Demultiplexed,331244
Empty,496160
Demultiplexed,312952
Empty,2
Demultiplexed,10636
Demultiplexed,569803
Empty,0
Demultiplexed,324909
Demultiplexed,18173
Demultiplexed,509114
Demultiplexed,320715
Demultiplexed,381094
Demultiplexed,100348
Empty,297150
Demultiplexed,436097
Demultiplexed,12919
Demultiplexed,294843
Demultiplexed,13366
Empty,261076
Demultiplexed,17544
Empty,0
Empty,2
Empty,0
Demultiplexed,596658
Empty,393122
Demultiplexed,10075
Empty,9
Empty,1
Demultiplexed,257031
Demultiplexed,461383
Demultiplexed,242355
Empty,5
Empty,1
Empty,15007
Demultiplexed,407886
Empty,3
Demultiplexed,441403
Empty,494790
Empty,0
Demultiplexed,409114
Empty,0
Demultiplexed,491198
Demultiplexed,200525
Empty,508680
Empty,265196
Empty,0
Demultiplexed,11696
Demultiplexed,15101
Demultiplexed,402452
Empty,0
Empty,7
Demultiplexed,249021
Empty,3
Demultiplexed,354452
Demultiplexed,408122
Demultiplexed,279123
Demultiplexed,250198
Demultiplexed,331121
Empty,197486
Demultiplexed,266001
Demultiplexed,207860
Demultiplexed,13061
Empty,231825
Demultiplexed,146148
Demultiplexed,401604
Demultiplexed,9808
Empty,6
Empty,1
Demultiplexed,144270
Demultiplexed,58639
Demultiplexed,326417
Demultiplexed,402087
Demultiplexed,347881
Demultiplexed,341177
Empty,2
Empty,3
Empty,3
Empty,0
Demultiplexed,6127
Demultiplexed,301049
Empty,1
Empty,3
Empty,493889
Empty,206721
Demultiplexed,294480
Demultiplexed,285381
Empty,2
Empty,6
Demultiplexed,165014
Demultiplexed,225410
Demultiplexed,11803
Demultiplexed,412047
Demultiplexed,206969
Empty,34
Demultiplexed,410456
Empty,3
Demultiplexed,265548
Empty,5
Empty,358888
Empty,7
Demultiplexed,387198
Demultiplexed,489351
Empty,29
Demultiplexed,421091
Empty,286689
Demultiplexed,156474
Demultiplexed,258504
Demultiplexed,21277
Demultiplexed,359232
Demultiplexed,12337
Empty,0
Demultiplexed,145489
Empty,0
Demultiplexed,83637
Demultiplexed,299551
Empty,15675
Demultiplexed,475522
Demultiplexed,462139
Demultiplexed,456227
Demultiplexed,316694
Demultiplexed,6350
Demultiplexed,587445
Demultiplexed,441158
Empty,22
Demultiplexed,302542
Empty,2
Empty,1
Demultiplexed,297140
Empty,0
Demultiplexed,11483
Empty,13
Empty,3
Demultiplexed,182819
