Empty_100_S111_R1_001.fastq.gz,9908,5420,4488,0.4530,45.30
Empty_100_S111_R2_001.fastq.gz,9908,6713,3195,0.3225,32.25
Empty_101_S112_R1_001.fastq.gz,15530,8015,7515,0.4839,48.39
Empty_101_S112_R2_001.fastq.gz,15530,10531,4999,0.3219,32.19
Empty_102_S115_R1_001.fastq.gz,59758,20093,39665,0.6638,66.38
Empty_102_S115_R2_001.fastq.gz,59758,29352,30406,0.5088,50.88
Empty_103_S120_R1_001.fastq.gz,200115,51387,148728,0.7432,74.32
Empty_103_S120_R2_001.fastq.gz,200115,87667,112448,0.5619,56.19
Empty_104_S124_R1_001.fastq.gz,70644,24045,46599,0.6596,65.96
Empty_104_S124_R2_001.fastq.gz,70644,38918,31726,0.4491,44.91
Empty_105_S126_R1_001.fastq.gz,95382,33710,61672,0.6466,64.66
Empty_105_S126_R2_001.fastq.gz,95382,50133,45249,0.4744,47.44
Empty_106_S127_R1_001.fastq.gz,206721,35127,171594,0.8301,83.01
Empty_106_S127_R2_001.fastq.gz,206721,67566,139155,0.6732,67.32
Empty_107_S128_R1_001.fastq.gz,244286,48534,195752,0.8013,80.13
Empty_107_S128_R2_001.fastq.gz,244286,99406,144880,0.5931,59.31
Empty_108_S130_R1_001.fastq.gz,32546,9324,23222,0.7135,71.35
Empty_108_S130_R2_001.fastq.gz,32546,17387,15159,0.4658,46.58
Empty_109_S131_R1_001.fastq.gz,14132,7143,6989,0.4946,49.46
Empty_109_S131_R2_001.fastq.gz,14132,9249,4883,0.3455,34.55
Empty_10_S10_R1_001.fastq.gz,2,2,0,0.0000,0.00
Empty_10_S10_R2_001.fastq.gz,2,2,0,0.0000,0.00
Empty_110_S141_R1_001.fastq.gz,11566,6302,5264,0.4551,45.51
Empty_110_S141_R2_001.fastq.gz,11566,7911,3655,0.3160,31.60
Empty_111_S143_R1_001.fastq.gz,189115,36583,152532,0.8066,80.66
Empty_111_S143_R2_001.fastq.gz,189115,68834,120281,0.6360,63.60
Empty_112_S147_R1_001.fastq.gz,120098,28928,91170,0.7591,75.91
Empty_112_S147_R2_001.fastq.gz,120098,48199,71899,0.5987,59.87
Empty_113_S150_R1_001.fastq.gz,88950,27384,61566,0.6921,69.21
Empty_113_S150_R2_001.fastq.gz,88950,43295,45655,0.5133,51.33
Empty_114_S152_R1_001.fastq.gz,189976,38452,151524,0.7976,79.76
Empty_114_S152_R2_001.fastq.gz,189976,88244,101732,0.5355,53.55
Empty_115_S153_R1_001.fastq.gz,97585,23913,73672,0.7550,75.50
Empty_115_S153_R2_001.fastq.gz,97585,40536,57049,0.5846,58.46
Empty_116_S155_R1_001.fastq.gz,151189,32961,118228,0.7820,78.20
Empty_116_S155_R2_001.fastq.gz,151189,54270,96919,0.6410,64.10
Empty_117_S161_R1_001.fastq.gz,175655,40283,135372,0.7707,77.07
Empty_117_S161_R2_001.fastq.gz,175655,70888,104767,0.5964,59.64
Empty_118_S164_R1_001.fastq.gz,14497,8663,5834,0.4024,40.24
Empty_118_S164_R2_001.fastq.gz,14497,10198,4299,0.2965,29.65
Empty_119_S166_R1_001.fastq.gz,192451,50928,141523,0.7354,73.54
Empty_119_S166_R2_001.fastq.gz,192451,91826,100625,0.5229,52.29
Empty_11_S11_R1_001.fastq.gz,2,2,0,0.0000,0.00
Empty_11_S11_R2_001.fastq.gz,2,2,0,0.0000,0.00
Empty_120_S167_R1_001.fastq.gz,267349,51355,215994,0.8079,80.79
Empty_120_S167_R2_001.fastq.gz,267349,104758,162591,0.6082,60.82
Empty_121_S171_R1_001.fastq.gz,14826,8248,6578,0.4437,44.37
Empty_121_S171_R2_001.fastq.gz,14826,9647,5179,0.3493,34.93
Empty_122_S172_R1_001.fastq.gz,116171,27008,89163,0.7675,76.75
Empty_122_S172_R2_001.fastq.gz,116171,49601,66570,0.5730,57.30
Empty_123_S174_R1_001.fastq.gz,272914,60199,212715,0.7794,77.94
Empty_123_S174_R2_001.fastq.gz,272914,101718,171196,0.6273,62.73
